time,aver,sum,交通运输I,休闲服务I,传媒I,公用事业I,农林牧渔I,化工I,医药生物I,商业贸易I,国防军工I,家用电器I,建筑材料I,建筑装饰I,房地产I,有色金属I,机械设备I,汽车I,煤炭I,环保I,电子I,电气设备I,石油石化I,纺织服装I,综合I,美容护理I,计算机I,轻工制造I,通信I,采掘I,钢铁I,银行I,非银金融I,食品饮料I
2022-05-26,80.39552880481513,80.5909390213915,88.18897637795276,78.37837837837837,91.78082191780823,95.04132231404958,84.0,88.06818181818181,51.78147268408551,72.54901960784314,94.78260869565217,74.39024390243902,73.6842105263158,70.86092715231788,53.17460317460318,94.61538461538461,86.94690265486726,96.1864406779661,97.29729729729729,89.28571428571429,79.77839335180056,92.19858156028369,93.47826086956522,76.10619469026548,83.33333333333333,72.41379310344827,78.08219178082192,80.0,83.4862385321101,,90.9090909090909,38.095238095238095,80.45977011494253,68.96551724137932
2022-05-25,77.85898538263113,75.37754313300135,84.25196850393701,72.97297297297297,90.41095890410959,90.9090909090909,86.0,88.35227272727273,54.394299287410924,67.6470588235294,85.21739130434783,71.95121951219512,69.73684210526316,63.57615894039735,51.58730158730159,95.38461538461539,84.95575221238938,96.61016949152543,91.89189189189189,87.5,84.48753462603878,95.39007092198581,89.1304347826087,61.94690265486726,83.33333333333333,65.51724137931035,76.02739726027397,71.85185185185185,76.14678899082568,,77.27272727272727,11.904761904761905,44.827586206896555,65.51724137931035
2022-05-24,59.006878761822875,55.90284724615205,44.09448818897638,45.945945945945944,52.054794520547944,57.85123966942149,62.0,72.1590909090909,34.204275534441805,40.19607843137255,71.30434782608695,64.63414634146342,40.78947368421053,42.384105960264904,31.746031746031747,86.92307692307692,69.24778761061947,92.37288135593221,89.1891891891892,62.5,75.06925207756233,91.84397163120568,69.56521739130434,36.283185840707965,63.333333333333336,48.275862068965516,39.38356164383562,47.407407407407405,53.211009174311926,,56.81818181818182,7.142857142857143,29.885057471264368,55.172413793103445
2022-05-23,90.45571797076526,87.24683075071923,85.8267716535433,81.08108108108108,93.83561643835617,93.38842975206612,85.0,97.44318181818181,83.3729216152019,78.43137254901961,95.65217391304348,89.02439024390245,88.15789473684211,86.75496688741723,71.42857142857143,98.46153846153847,96.23893805309734,99.15254237288136,94.5945945945946,96.42857142857143,98.61495844875347,98.58156028368795,93.47826086956522,79.64601769911505,90.0,86.20689655172414,93.4931506849315,93.33333333333333,93.57798165137615,,90.9090909090909,28.571428571428573,68.96551724137932,75.0
2022-05-20,84.58727429062769,81.03971291286898,78.74015748031496,81.08108108108108,78.08219178082192,90.9090909090909,68.0,92.61363636363636,70.78384798099762,75.49019607843137,93.04347826086956,87.8048780487805,84.21052631578948,89.40397350993378,76.98412698412699,93.07692307692308,92.03539823008849,98.72881355932203,81.08108108108108,89.28571428571429,95.8448753462604,98.22695035460993,91.30434782608695,70.79646017699115,83.33333333333333,79.3103448275862,84.24657534246575,82.96296296296296,85.3211009174312,,79.54545454545455,26.19047619047619,51.724137931034484,62.06896551724138
2022-05-19,71.71109200343938,65.15436240892471,50.39370078740158,62.16216216216216,55.47945205479452,83.47107438016529,51.0,78.97727272727273,52.96912114014252,69.6078431372549,84.34782608695652,76.82926829268293,76.3157894736842,88.0794701986755,75.39682539682539,73.84615384615384,82.96460176991151,96.61016949152543,43.24324324324324,76.78571428571429,88.9196675900277,97.16312056737588,67.3913043478261,54.86725663716814,73.33333333333333,44.827586206896555,65.75342465753425,70.37037037037037,72.4770642201835,,31.818181818181817,7.142857142857143,34.48275862068966,32.758620689655174
2022-05-18,66.38005159071368,60.35951554500945,48.818897637795274,58.108108108108105,48.63013698630137,77.68595041322314,46.0,74.14772727272727,50.8313539192399,70.58823529411765,83.47826086956522,71.95121951219512,61.8421052631579,78.1456953642384,55.55555555555556,70.0,74.33628318584071,93.64406779661017,43.24324324324324,64.28571428571429,81.7174515235457,92.55319148936171,73.91304347826087,56.63716814159292,63.333333333333336,44.827586206896555,60.273972602739725,62.22222222222222,67.88990825688073,,27.272727272727273,7.142857142857143,27.586206896551722,34.48275862068966
2022-05-17,56.40584694754944,51.51061564101579,48.818897637795274,35.13513513513514,39.726027397260275,67.76859504132231,45.0,65.625,50.3562945368171,53.92156862745098,66.95652173913044,64.63414634146342,56.578947368421055,75.49668874172185,53.96825396825397,62.30769230769231,60.61946902654867,81.77966101694915,51.351351351351354,49.107142857142854,69.52908587257618,80.85106382978724,63.04347826086956,35.39823008849557,53.333333333333336,37.93103448275862,36.64383561643836,50.370370370370374,49.54128440366973,,22.727272727272727,14.285714285714286,22.988505747126435,31.03448275862069
2022-05-16,55.073086844368014,49.95154903371205,50.39370078740158,36.486486486486484,39.726027397260275,70.24793388429752,45.0,60.79545454545455,61.757719714964374,63.72549019607843,63.47826086956522,69.51219512195122,61.8421052631579,82.78145695364239,62.698412698412696,52.30769230769231,55.309734513274336,69.91525423728814,29.72972972972973,46.42857142857143,60.38781163434903,71.63120567375887,47.82608695652174,46.017699115044245,43.333333333333336,41.37931034482759,38.013698630136986,52.592592592592595,48.62385321100918,,18.181818181818183,9.523809523809524,19.54022988505747,29.310344827586206
2022-05-13,50.62338779019777,44.5480195876376,44.09448818897638,22.972972972972972,30.136986301369863,74.3801652892562,21.0,51.42045454545455,64.13301662707839,49.01960784313726,60.869565217391305,64.63414634146342,52.63157894736842,74.17218543046357,46.82539682539682,49.23076923076923,51.769911504424776,72.45762711864407,21.62162162162162,46.42857142857143,57.61772853185595,68.08510638297872,41.30434782608695,46.017699115044245,33.333333333333336,34.48275862068966,33.21917808219178,44.44444444444444,46.788990825688074,,15.909090909090908,14.285714285714286,14.942528735632184,32.758620689655174
2022-05-12,43.65864144453998,37.824293939628674,25.19685039370079,21.62162162162162,21.232876712328768,69.42148760330579,13.0,45.45454545454545,58.90736342042755,46.07843137254902,56.52173913043478,53.65853658536585,43.421052631578945,74.83443708609272,25.396825396825395,40.76923076923077,44.24778761061947,47.45762711864407,5.405405405405405,43.75,55.95567867036011,63.829787234042556,32.608695652173914,41.5929203539823,36.666666666666664,34.48275862068966,27.054794520547944,38.51851851851852,38.53211009174312,,15.909090909090908,4.761904761904762,12.64367816091954,33.62068965517241
2022-05-11,36.4359415305245,31.657877142199858,25.19685039370079,14.864864864864865,18.493150684931507,55.37190082644628,15.0,40.05681818181818,46.318289786223275,41.1764705882353,47.82608695652174,47.5609756097561,34.21052631578947,60.9271523178808,25.396825396825395,36.92307692307692,36.94690265486726,42.79661016949152,10.81081081081081,35.714285714285715,45.983379501385045,54.60992907801418,26.08695652173913,32.743362831858406,26.666666666666668,20.689655172413794,17.80821917808219,28.88888888888889,30.275229357798164,,15.909090909090908,4.761904761904762,10.344827586206897,31.03448275862069
2022-05-10,31.29836629406707,28.84980619812586,20.47244094488189,12.162162162162161,17.123287671232877,47.93388429752066,17.0,32.10227272727273,41.56769596199525,35.294117647058826,50.43478260869565,46.34146341463415,35.526315789473685,58.94039735099338,25.396825396825395,27.692307692307693,32.9646017699115,29.23728813559322,5.405405405405405,27.678571428571427,32.40997229916898,38.297872340425535,26.08695652173913,31.858407079646017,33.333333333333336,24.137931034482758,17.123287671232877,28.14814814814815,29.357798165137616,,18.181818181818183,11.904761904761905,12.64367816091954,27.586206896551722
2022-05-09,22.22699914015477,21.243135456867023,21.25984251968504,6.756756756756757,15.068493150684931,28.925619834710744,11.0,27.556818181818183,34.679334916864605,29.41176470588235,36.52173913043478,35.36585365853659,21.05263157894737,35.09933774834437,15.873015873015873,19.23076923076923,19.24778761061947,20.76271186440678,10.81081081081081,17.857142857142858,19.113573407202217,23.04964539007092,28.26086956521739,30.088495575221238,30.0,27.586206896551722,9.58904109589041,24.444444444444443,20.18348623853211,,6.818181818181818,4.761904761904762,9.195402298850574,18.96551724137931
2022-05-06,17.06792777300086,16.946001785223388,18.11023622047244,6.756756756756757,7.534246575342466,27.272727272727273,9.0,19.318181818181817,23.990498812351543,28.431372549019606,29.565217391304348,32.926829268292686,15.789473684210526,20.52980132450331,8.73015873015873,12.307692307692308,15.486725663716815,19.06779661016949,16.216216216216218,14.285714285714286,14.12742382271468,17.02127659574468,23.91304347826087,27.43362831858407,20.0,20.689655172413794,8.219178082191782,14.074074074074074,14.678899082568808,,4.545454545454546,7.142857142857143,9.195402298850574,18.96551724137931
