date,item,value,mean,bias,Q60,Q120,Q200
2017-03-15,purchase,1825.796,1799.331,1.471,27.075,36.515,36.606
2017-03-15,inflow,3150.273,3110.611,1.275,27.629,37.868,33.358
2017-03-16,purchase,1843.589,1803.546,2.220,35.352,43.721,43.801
2017-03-16,inflow,3169.450,3116.215,1.708,36.213,45.238,39.850
2017-03-17,purchase,1855.644,1808.507,2.606,39.617,47.434,47.509
2017-03-17,inflow,3182.850,3122.561,1.931,40.620,49.021,43.183
2017-03-20,purchase,1871.314,1814.489,3.132,45.420,52.485,52.553
2017-03-20,inflow,3200.613,3129.995,2.256,47.066,54.556,48.058
2017-03-21,purchase,1880.053,1820.733,3.258,46.815,53.700,53.766
2017-03-21,inflow,3210.544,3137.666,2.323,48.384,55.687,49.055
2017-03-22,purchase,1885.315,1826.884,3.198,46.157,53.127,53.194
2017-03-22,inflow,3217.077,3145.229,2.284,47.625,55.035,48.480
2017-03-23,purchase,1902.192,1834.056,3.715,51.863,58.095,58.095
2017-03-23,inflow,3235.105,3153.789,2.578,53.450,60.036,52.886
2017-03-24,purchase,1919.445,1842.188,4.194,57.151,62.698,62.698
2017-03-24,inflow,3253.335,3163.269,2.847,58.776,64.609,56.914
2017-03-27,purchase,1922.623,1849.849,3.934,54.282,60.201,60.201
2017-03-27,inflow,3257.106,3172.206,2.676,55.391,61.702,54.354
2017-03-28,purchase,1931.432,1857.619,3.974,54.719,60.580,60.580
2017-03-28,inflow,3266.511,3181.187,2.682,55.506,61.801,54.441
2017-03-29,purchase,1934.092,1864.902,3.710,51.809,58.047,58.047
2017-03-29,inflow,3269.818,3189.628,2.514,52.176,58.942,51.923
2017-03-30,purchase,1945.896,1872.616,3.913,54.053,60.001,60.001
2017-03-30,inflow,3282.537,3198.477,2.628,54.435,60.882,53.631
2017-03-31,purchase,1943.896,1879.404,3.431,48.731,55.368,55.368
2017-03-31,inflow,3281.267,3206.362,2.336,48.651,55.916,49.257
2017-04-05,purchase,1957.890,1886.879,3.763,52.397,58.560,58.560
2017-04-05,inflow,3299.617,3215.243,2.624,54.357,60.815,53.572
2017-04-06,purchase,1957.864,1893.639,3.392,48.290,54.984,54.984
2017-04-06,inflow,3301.106,3223.420,2.410,50.115,57.173,50.363
2017-04-07,purchase,1962.355,1900.184,3.272,46.968,53.833,53.833
2017-04-07,inflow,3307.576,3231.435,2.356,49.049,56.258,49.558
2017-04-10,purchase,1969.754,1906.810,3.301,47.290,54.114,54.114
2017-04-10,inflow,3317.026,3239.587,2.390,49.726,56.839,50.070
2017-04-11,purchase,1965.000,1912.351,2.753,40.898,48.845,48.845
2017-04-11,inflow,3313.397,3246.616,2.057,42.842,51.167,45.073
2017-04-12,purchase,1961.449,1917.027,2.317,34.265,44.653,44.653
2017-04-12,inflow,3311.443,3252.790,1.803,36.034,46.850,41.271
2017-04-18,purchase,1961.691,1921.281,2.103,21.935,42.596,42.596
2017-04-18,inflow,3312.660,3258.492,1.662,24.084,44.456,39.162
2017-04-19,purchase,1972.197,1926.130,2.392,18.433,45.370,45.370
2017-04-19,inflow,3324.919,3264.818,1.841,22.287,47.492,41.836
2017-04-20,purchase,1988.526,1932.073,2.922,26.046,50.468,50.468
2017-04-20,inflow,3342.410,3272.208,2.145,29.954,52.672,46.959
2017-04-21,purchase,1994.868,1938.053,2.932,26.183,50.560,50.560
2017-04-21,inflow,3349.720,3279.590,2.138,29.777,52.552,46.853
2017-04-24,purchase,1998.423,1943.803,2.810,20.770,49.392,49.392
2017-04-24,inflow,3354.390,3286.714,2.059,21.797,51.204,49.072
2017-04-25,inflow,3370.304,3294.675,2.295,28.241,55.224,54.759
2017-04-25,purchase,2012.512,1950.346,3.187,26.452,53.021,53.021
2017-04-26,inflow,3381.766,3302.969,2.386,30.698,56.758,56.279
2017-04-26,purchase,2022.120,1957.182,3.318,28.417,54.276,54.276
2017-04-27,inflow,3390.803,3311.335,2.400,31.087,57.000,56.520
2017-04-27,purchase,2027.337,1963.864,3.232,27.124,53.451,53.451
2017-04-28,inflow,3408.473,3320.586,2.647,37.816,61.199,60.683
2017-04-28,purchase,2044.059,1971.501,3.680,33.872,57.761,57.761
2017-05-04,inflow,3420.254,3330.078,2.708,39.483,62.239,61.714
2017-05-04,purchase,2054.505,1979.406,3.794,35.584,58.854,58.854
2017-05-05,inflow,3418.284,3338.479,2.390,30.830,56.840,56.360
2017-05-05,purchase,2051.860,1986.307,3.300,28.151,54.106,54.106
2017-05-08,purchase,2054.060,1992.759,3.076,24.777,51.951,51.951
2017-05-08,inflow,3421.451,3346.381,2.243,26.819,54.338,53.879
2017-05-09,inflow,3444.303,3355.707,2.640,37.636,61.087,60.572
2017-05-09,purchase,2075.384,2000.628,3.737,34.719,58.302,58.302
2017-05-10,purchase,2096.640,2009.772,4.322,43.536,63.933,63.933
2017-05-10,inflow,3467.127,3366.318,2.995,47.298,67.116,66.549
2017-05-11,purchase,2119.091,2020.184,4.896,52.172,69.450,69.450
2017-05-11,inflow,3490.799,3378.173,3.334,56.547,72.886,72.272
2017-05-12,inflow,3493.689,3389.175,3.084,49.728,68.632,68.053
2017-05-12,purchase,2120.165,2029.706,4.457,45.561,65.227,65.227
2017-05-15,purchase,2136.667,2039.892,4.744,49.886,67.990,67.990
2017-05-15,inflow,3511.258,3400.802,3.248,54.203,71.424,70.822
2017-05-16,inflow,3542.879,3414.333,3.765,68.294,80.217,79.540
2017-05-16,purchase,2166.671,2051.967,5.590,62.620,76.123,76.123
2017-05-17,purchase,2181.602,2064.313,5.682,64.002,77.006,77.006
2017-05-17,inflow,3558.426,3428.056,3.803,69.333,80.865,80.183
2017-05-18,inflow,3568.534,3441.435,3.693,66.340,78.997,78.331
2017-05-18,purchase,2191.204,2076.398,5.529,61.704,75.538,75.538
2017-05-19,inflow,3582.244,3454.845,3.688,66.185,76.979,78.235
2017-05-19,purchase,2203.904,2088.541,5.524,61.621,73.150,75.485
2017-05-22,inflow,3588.691,3467.593,3.492,60.864,73.356,74.942
2017-05-22,purchase,2209.557,2100.066,5.214,56.955,69.886,72.505
2017-05-23,purchase,2212.330,2110.758,4.812,50.910,65.656,68.644
2017-05-23,inflow,3592.592,3479.497,3.250,54.268,68.844,70.862
2017-05-24,purchase,2222.848,2121.433,4.780,50.434,64.798,68.340
2017-05-24,inflow,3604.550,3491.407,3.241,54.003,68.288,70.698
2017-05-25,purchase,2237.919,2132.527,4.942,53.795,65.417,69.893
2017-05-25,inflow,3621.295,3503.777,3.354,57.785,68.816,72.611
2017-05-26,inflow,3621.735,3515.011,3.036,50.610,62.520,67.251
2017-05-26,purchase,2237.766,2142.550,4.444,47.891,59.916,65.105
2017-05-31,purchase,2221.496,2150.069,3.322,30.230,47.523,54.316
2017-05-31,inflow,3606.282,3523.704,2.344,30.946,48.797,55.569
2017-06-01,purchase,2204.528,2155.255,2.286,14.551,36.081,44.355
2017-06-01,inflow,3590.220,3530.039,1.705,13.452,36.144,44.797
2017-06-02,inflow,3607.520,3537.418,1.982,23.972,41.629,49.467
2017-06-02,purchase,2220.157,2161.436,2.717,24.106,40.836,48.495
2017-06-05,inflow,3626.399,3545.892,2.270,37.786,47.349,54.336
2017-06-05,purchase,2238.171,2168.745,3.201,37.432,46.188,53.154
2017-06-06,inflow,3647.659,3555.584,2.590,49.958,53.672,59.718
2017-06-06,purchase,2258.383,2177.282,3.725,50.164,51.972,58.190
2017-06-07,inflow,3671.474,3566.622,2.940,66.064,60.611,65.625
2017-06-07,purchase,2280.929,2187.153,4.288,67.208,58.187,63.600
2017-06-08,inflow,3695.686,3578.913,3.263,78.761,67.009,71.072
2017-06-08,purchase,2303.814,2198.263,4.802,79.297,63.865,68.542
2017-06-09,inflow,3710.356,3591.432,3.311,80.670,67.970,71.891
2017-06-09,purchase,2317.070,2209.578,4.865,80.785,64.563,69.151
2017-06-12,inflow,3701.141,3601.880,2.756,58.829,56.965,62.522
2017-06-12,purchase,2306.474,2218.806,3.951,59.293,54.471,60.364
2017-06-13,inflow,3707.150,3611.906,2.637,54.156,54.610,60.517
2017-06-13,purchase,2311.292,2227.615,3.756,54.713,52.320,58.492
2017-06-14,inflow,3694.502,3619.772,2.064,31.650,43.269,50.863
2017-06-14,purchase,2298.053,2234.323,2.852,33.449,42.334,49.799
2017-06-15,purchase,2320.302,2242.512,3.469,47.951,49.144,55.728
2017-06-15,inflow,3717.536,3629.083,2.437,46.309,50.656,57.151
2017-06-16,inflow,3728.956,3638.595,2.483,48.121,51.569,57.928
2017-06-16,purchase,2330.050,2250.849,3.519,49.123,49.695,56.207
2017-06-19,inflow,3752.937,3649.484,2.835,61.932,58.528,63.853
2017-06-19,purchase,2352.930,2260.571,4.086,62.458,55.957,61.658
2017-06-20,inflow,3756.954,3659.720,2.657,54.662,55.005,60.854
2017-06-20,purchase,2356.047,2269.664,3.806,55.455,52.868,58.969
2017-06-21,purchase,2369.773,2279.198,3.974,52.276,54.723,60.584
2017-06-21,inflow,3772.232,3670.435,2.773,51.903,57.314,62.819
2017-06-22,purchase,2386.654,2289.432,4.247,59.894,57.734,63.206
2017-06-22,inflow,3789.936,3681.816,2.937,59.525,60.546,65.570
2017-06-23,inflow,3806.406,3693.682,3.052,64.907,62.829,67.514
2017-06-23,purchase,2400.706,2300.029,4.377,63.544,59.177,64.462
2017-06-26,inflow,3808.696,3704.636,2.809,53.562,58.017,63.418
2017-06-26,purchase,2402.065,2309.747,3.997,52.917,54.976,60.805
2017-06-27,inflow,3836.138,3717.160,3.201,71.867,65.781,70.026
2017-06-27,purchase,2428.540,2321.061,4.631,70.627,61.976,66.899
2017-06-28,inflow,3832.995,3728.192,2.811,53.664,58.061,63.454
2017-06-28,purchase,2424.555,2330.917,4.017,53.484,55.201,61.000
2017-06-29,inflow,3865.372,3741.256,3.317,77.318,68.092,71.994
2017-06-29,purchase,2454.511,2342.688,4.773,74.613,63.552,68.270
2017-06-30,inflow,3854.642,3752.055,2.734,50.068,56.536,62.156
2017-06-30,purchase,2442.692,2352.212,3.847,48.717,53.316,59.360
2017-07-03,purchase,2446.769,2361.218,3.623,42.474,50.849,57.211
2017-07-03,inflow,3859.652,3762.302,2.587,43.218,53.630,59.683
2017-07-04,inflow,3854.523,3771.085,2.213,25.702,46.202,53.360
2017-07-04,purchase,2440.761,2368.793,3.038,26.125,44.387,51.586
2017-07-05,inflow,3861.325,3779.679,2.160,23.253,45.164,52.922
2017-07-05,purchase,2446.446,2376.189,2.957,23.850,43.487,50.803
2017-07-06,inflow,3851.240,3786.495,1.710,2.221,36.244,45.265
2017-07-06,purchase,2435.736,2381.860,2.262,4.434,35.813,44.122
2017-07-07,inflow,3854.780,3792.998,1.629,0.000,34.639,43.886
2017-07-07,purchase,2438.374,2387.242,2.142,1.079,34.487,42.968
2017-07-10,purchase,2447.324,2392.964,2.272,4.705,35.920,44.215
2017-07-10,inflow,3864.983,3799.854,1.714,3.916,36.325,45.334
2017-07-11,purchase,2455.529,2398.923,2.360,7.164,36.892,45.062
2017-07-11,inflow,3874.149,3806.929,1.766,6.295,37.350,46.214
2017-07-12,inflow,3890.995,3814.936,1.994,16.782,41.867,50.092
2017-07-12,purchase,2470.556,2405.745,2.694,16.508,40.585,48.277
2017-07-13,purchase,2484.067,2413.204,2.936,23.283,43.263,50.608
2017-07-13,inflow,3905.415,3823.553,2.141,23.556,44.785,52.597
2017-07-14,inflow,3907.235,3831.523,1.976,15.969,41.232,49.791
2017-07-14,purchase,2484.597,2420.004,2.669,15.813,39.966,48.038
2017-07-17,inflow,3921.708,3840.112,2.125,22.813,42.619,52.322
2017-07-17,purchase,2498.086,2427.440,2.910,22.552,41.038,50.356
2017-07-18,purchase,2518.100,2436.074,3.367,34.613,38.462,54.749
2017-07-18,inflow,3942.685,3849.881,2.411,35.955,41.477,57.182
2017-07-19,inflow,3961.301,3860.492,2.611,45.187,41.682,60.596
2017-07-19,purchase,2535.622,2445.555,3.683,43.533,36.971,57.785
2017-07-20,purchase,2536.896,2454.254,3.367,34.617,32.440,54.751
2017-07-20,inflow,3963.371,3870.290,2.405,35.699,36.489,57.087
2017-07-21,inflow,3979.381,3880.680,2.543,42.064,39.972,59.441
2017-07-21,purchase,2552.144,2463.577,3.595,41.052,35.710,56.941
2017-07-24,inflow,3996.312,3891.692,2.688,48.729,38.948,61.905
2017-07-24,purchase,2568.038,2473.526,3.821,47.434,35.990,59.113
2017-07-25,inflow,4009.524,3902.914,2.732,50.718,40.127,62.641
2017-07-25,purchase,2580.391,2483.703,3.893,49.465,37.072,59.805
2017-07-26,inflow,4028.412,3914.867,2.900,58.483,44.729,65.512
2017-07-26,purchase,2598.136,2494.602,4.150,56.738,40.948,62.280
2017-07-27,inflow,4056.814,3928.385,3.269,75.450,54.784,71.787
2017-07-27,purchase,2624.863,2507.007,4.701,72.295,49.238,67.576
2017-07-28,inflow,4080.864,3942.907,3.499,86.011,61.043,75.692
2017-07-28,purchase,2647.929,2520.429,5.059,82.398,54.622,71.015
2017-07-31,inflow,4100.885,3957.953,3.611,91.181,64.107,77.604
2017-07-31,purchase,2666.818,2534.370,5.226,87.127,57.142,72.624
2017-08-01,inflow,4116.923,3973.093,3.620,91.588,64.348,77.754
2017-08-01,purchase,2681.701,2548.402,5.231,87.257,57.211,72.669
2017-08-02,inflow,4120.636,3987.144,3.348,79.074,56.932,73.127
2017-08-02,purchase,2684.501,2561.364,4.807,75.302,50.840,68.599
2017-08-03,purchase,2707.983,2575.327,5.151,85.007,56.012,71.903
2017-08-03,inflow,4145.683,4002.243,3.584,89.926,63.363,77.140
2017-08-04,purchase,2736.109,2590.640,5.615,98.119,62.999,76.366
2017-08-04,inflow,4175.123,4018.708,3.892,100.000,71.764,82.381
2017-08-07,purchase,2763.993,2607.150,6.016,100.000,69.031,80.219
2017-08-07,inflow,4204.569,4036.409,4.166,100.000,79.229,87.040
2017-08-08,purchase,2782.205,2623.822,6.036,100.000,69.340,80.416
2017-08-08,inflow,4223.733,4054.249,4.180,100.000,79.620,87.283
2017-08-09,purchase,2794.363,2640.064,5.845,95.075,66.452,78.571
2017-08-09,inflow,4236.909,4071.646,4.059,95.238,76.308,85.217
2017-08-10,purchase,2791.571,2654.493,5.164,77.600,56.207,72.027
2017-08-10,inflow,4235.019,4087.205,3.617,77.900,64.249,77.693
2017-08-11,purchase,2782.528,2666.687,4.344,56.545,43.863,64.142
2017-08-11,inflow,4226.789,4100.499,3.080,56.869,49.622,68.566
2017-08-14,inflow,4230.052,4112.837,2.850,47.858,43.355,64.655
2017-08-14,purchase,2784.769,2677.933,3.990,47.442,38.527,60.734
2017-08-15,inflow,4230.199,4124.014,2.575,37.073,35.854,59.975
2017-08-15,purchase,2783.990,2688.033,3.570,36.665,32.208,56.698
2017-08-16,inflow,4239.429,4135.006,2.525,35.135,34.506,59.134
2017-08-16,purchase,2792.115,2697.946,3.490,34.627,31.013,55.935
2017-08-17,inflow,4247.294,4145.700,2.451,32.205,32.468,57.862
2017-08-17,purchase,2798.457,2707.518,3.359,31.246,29.031,54.669
2017-08-18,purchase,2787.753,2715.160,2.674,13.654,18.717,48.081
2017-08-18,inflow,4237.554,4154.448,2.000,14.562,20.197,50.205
2017-08-21,inflow,4240.335,4162.628,1.867,9.325,16.756,47.933
2017-08-21,purchase,2788.461,2722.141,2.436,7.560,15.411,45.799
2017-08-22,purchase,2788.657,2728.476,2.206,1.638,12.322,43.581
2017-08-22,inflow,4241.362,4170.126,1.708,3.111,12.784,45.236
2017-08-24,inflow,4254.861,4178.196,1.835,8.075,16.427,47.390
2017-08-24,purchase,2801.074,2735.390,2.401,6.660,15.516,45.462
2017-08-25,inflow,4286.551,4188.516,2.341,27.894,32.653,55.991
2017-08-25,purchase,2831.510,2744.544,3.169,26.366,29.554,52.841
2017-08-28,inflow,4325.217,4201.535,2.944,51.533,55.899,66.250
2017-08-28,purchase,2869.219,2756.418,4.092,50.082,49.883,61.722
2017-08-29,purchase,2886.442,2768.801,4.249,54.100,59.573,63.227
2017-08-29,inflow,4343.540,4215.059,3.048,55.624,61.236,68.026
2017-08-30,purchase,2919.319,2783.136,4.893,70.646,75.181,69.423
2017-08-30,inflow,4377.896,4230.568,3.482,72.647,76.106,75.413
2017-08-31,purchase,2937.103,2797.800,4.979,72.851,77.045,70.249
2017-08-31,inflow,4397.654,4246.481,3.560,75.684,78.759,76.731
2017-09-01,inflow,4440.984,4265.005,4.126,97.873,98.142,86.360
2017-09-01,purchase,2978.890,2815.046,5.820,94.452,95.309,78.338
2017-09-04,purchase,2996.086,2832.288,5.783,93.501,94.505,77.982
2017-09-04,inflow,4460.221,4283.597,4.123,97.761,98.044,86.312
2017-09-05,purchase,3005.488,2848.784,5.501,86.247,88.372,75.265
2017-09-05,inflow,4470.807,4301.426,3.938,90.491,91.694,83.157
2017-09-06,inflow,4473.723,4317.835,3.610,77.657,80.483,77.587
2017-09-06,purchase,3007.116,2863.863,5.002,73.443,77.546,70.470
2017-09-07,purchase,3016.432,2878.393,4.796,68.143,73.065,68.486
2017-09-07,inflow,4484.058,4333.666,3.470,72.170,75.690,75.206
2017-09-08,purchase,3020.730,2891.949,4.453,59.345,65.626,65.191
2017-09-08,inflow,4489.728,4348.529,3.247,63.420,68.046,71.409
2017-09-11,inflow,4511.013,4364.004,3.369,68.188,72.211,73.478
2017-09-11,purchase,3040.796,2906.125,4.634,63.992,69.555,66.931
2017-09-12,purchase,3065.484,2921.302,4.936,71.734,76.101,69.831
2017-09-12,inflow,4536.728,4380.454,3.568,75.981,79.019,76.860
2017-09-13,inflow,4540.256,4395.673,3.289,65.073,69.326,69.587
2017-09-13,purchase,3067.838,2935.258,4.517,60.982,66.717,62.546
2017-09-14,purchase,3068.302,2947.929,4.083,49.851,50.343,57.981
2017-09-14,inflow,4541.776,4409.588,2.998,53.650,53.650,64.179
2017-09-15,inflow,4542.816,4422.276,2.726,42.990,42.990,59.102
2017-09-15,purchase,3066.425,2959.214,3.623,38.030,38.639,53.133
2017-09-18,purchase,3110.299,2973.603,4.597,63.040,63.403,62.836
2017-09-18,inflow,4587.764,4438.037,3.374,68.385,68.385,70.789
2017-09-19,purchase,3111.679,2986.753,4.183,52.402,52.870,57.029
2017-09-19,inflow,4590.188,4452.527,3.092,57.334,57.334,63.620
2017-09-20,inflow,4611.616,4467.679,3.222,62.429,62.429,66.196
2017-09-20,purchase,3131.738,3000.561,4.372,57.257,57.676,59.117
2017-09-21,purchase,3143.721,3014.195,4.297,55.343,55.781,58.293
2017-09-21,inflow,4624.458,4482.610,3.164,60.181,60.181,65.060
2017-09-22,inflow,4630.558,4496.700,2.977,52.828,52.828,61.343
2017-09-22,purchase,3148.566,3026.993,4.016,48.130,48.640,55.191
2017-09-25,purchase,3130.873,3036.886,3.095,24.470,25.211,45.013
2017-09-25,inflow,4613.787,4507.851,2.350,28.264,28.264,48.926
2017-09-26,purchase,3131.151,3045.864,2.800,16.901,17.717,41.757
2017-09-26,inflow,4614.892,4518.046,2.144,20.172,20.172,44.835
2017-09-27,purchase,3137.632,3054.604,2.718,14.797,15.633,40.852
2017-09-27,inflow,4622.232,4527.968,2.082,17.753,17.753,43.612
2017-09-28,inflow,4619.269,4536.664,1.821,7.525,7.525,38.442
2017-09-28,purchase,3133.887,3062.154,2.343,5.153,6.084,36.703
2017-09-29,purchase,3145.184,3070.062,2.447,7.832,8.737,37.856
2017-09-29,inflow,4631.599,4545.705,1.890,10.218,10.218,39.804
2017-10-09,inflow,4708.432,4561.203,3.228,61.469,62.668,66.317
2017-10-09,purchase,3220.826,3084.420,4.422,57.868,58.965,59.676
2017-10-10,purchase,3261.704,3101.305,5.172,77.436,78.024,67.956
2017-10-10,inflow,4750.627,4579.243,3.743,82.292,82.843,76.515
2017-10-11,inflow,4768.077,4597.227,3.716,81.229,81.813,75.994
2017-10-11,purchase,3277.664,3118.101,5.117,76.009,76.634,67.352
2017-10-12,inflow,4772.938,4613.962,3.446,70.275,71.200,70.630
2017-10-12,purchase,3281.247,3133.638,4.710,65.387,66.288,62.858
2017-10-13,purchase,3283.971,3147.956,4.321,55.214,56.380,58.554
2017-10-13,inflow,4777.038,4629.493,3.187,59.820,61.070,65.509
2017-10-16,purchase,3298.038,3162.249,4.294,54.517,55.701,58.259
2017-10-16,inflow,4792.763,4645.042,3.180,59.541,60.800,65.372
2017-10-17,purchase,3314.906,3176.788,4.348,55.918,57.066,58.852
2017-10-17,inflow,4810.872,4660.836,3.219,61.114,62.324,66.143
2017-10-18,purchase,3309.186,3189.397,3.756,40.467,41.442,52.314
2017-10-18,inflow,4806.597,4674.718,2.821,45.017,46.727,58.259
2017-10-19,inflow,4807.328,4687.347,2.560,34.441,36.481,53.079
2017-10-19,purchase,3308.849,3200.774,3.377,30.565,31.703,48.124
2017-10-20,purchase,3307.153,3210.905,2.998,20.671,21.971,43.938
2017-10-20,inflow,4806.978,4698.741,2.304,24.080,26.442,48.005
2017-10-23,inflow,4793.240,4707.741,1.816,4.365,7.340,38.349
2017-10-23,purchase,3292.276,3218.655,2.287,2.132,3.734,36.093
2017-10-24,purchase,3259.577,3222.552,1.149,0.000,0.000,23.519
2017-10-24,inflow,4761.733,4712.883,1.037,0.000,0.000,22.904
2017-10-25,purchase,3264.216,3226.520,1.168,0.396,0.396,23.733
2017-10-25,inflow,4767.888,4718.121,1.055,0.581,0.581,23.266
2017-10-26,purchase,3279.454,3231.561,1.482,6.815,6.815,27.198
2017-10-26,inflow,4784.763,4724.468,1.276,7.624,7.624,27.653
2017-10-27,purchase,3280.221,3236.196,1.360,4.327,4.327,25.855
2017-10-27,inflow,4788.187,4730.537,1.219,5.794,5.794,26.513
2017-10-30,purchase,3268.560,3239.278,0.904,0.000,0.000,20.813
2017-10-30,inflow,4778.023,4735.059,0.907,0.000,0.000,20.345
2017-10-31,purchase,3263.411,3241.576,0.674,0.000,0.000,18.268
2017-10-31,inflow,4774.523,4738.818,0.753,0.000,0.000,17.296
2017-11-01,purchase,3288.901,3246.083,1.319,12.036,12.036,25.398
2017-11-01,inflow,4801.283,4744.767,1.191,12.771,12.771,25.967
2017-11-02,purchase,3304.076,3251.606,1.614,17.529,17.529,28.652
2017-11-02,inflow,4817.998,4751.741,1.394,18.702,18.702,29.993
2017-11-03,purchase,3305.979,3256.785,1.511,15.607,15.607,27.513
2017-11-03,inflow,4821.448,4758.380,1.325,16.689,16.689,28.627
2017-11-06,inflow,4827.775,4764.989,1.318,16.463,16.463,28.473
2017-11-06,purchase,3310.822,3261.931,1.499,15.389,15.389,27.384
2017-11-07,inflow,4844.141,4772.527,1.501,21.800,21.800,32.096
2017-11-07,purchase,3326.059,3268.039,1.775,20.546,20.546,30.439
2017-11-08,purchase,3344.757,3275.345,2.119,27.957,26.957,34.237
2017-11-08,inflow,4864.091,4781.247,1.733,29.034,28.574,36.696
2017-11-09,inflow,4895.663,4792.144,2.160,41.709,41.049,45.165
2017-11-09,purchase,3374.595,3284.798,2.734,40.029,38.416,41.024
2017-11-10,purchase,3376.904,3293.570,2.530,36.074,34.621,38.776
2017-11-10,inflow,4899.563,4802.375,2.024,37.664,37.068,42.462
2017-11-13,inflow,4906.903,4812.330,1.965,35.929,35.360,41.016
2017-11-13,purchase,3382.652,3302.054,2.441,34.338,32.955,37.430
2017-11-14,inflow,4911.260,4821.752,1.856,32.701,32.183,37.123
2017-11-14,purchase,3385.946,3310.043,2.293,31.467,30.199,33.989
2017-11-15,purchase,3364.371,3315.217,1.483,15.721,15.087,13.820
2017-11-15,inflow,4891.811,4828.424,1.313,16.584,16.321,15.958
2017-11-16,inflow,4897.924,4835.043,1.301,16.221,15.964,13.105
2017-11-16,purchase,3368.637,3320.305,1.456,15.196,14.583,10.569
2017-11-17,inflow,4884.184,4839.723,0.919,4.898,4.821,3.957
2017-11-17,purchase,3353.143,3323.432,0.894,4.282,4.110,2.979
2017-11-20,inflow,4876.898,4843.264,0.694,0.000,0.000,0.000
2017-11-20,purchase,3343.771,3325.369,0.553,0.000,0.000,0.000
2017-11-21,purchase,3336.763,3326.455,0.310,0.000,0.000,0.000
2017-11-21,inflow,4871.521,4845.955,0.528,0.000,0.000,0.000
2017-11-22,inflow,4876.898,4848.902,0.577,1.384,1.363,1.131
2017-11-22,purchase,3340.793,3327.820,0.390,1.451,1.396,1.030
2017-11-23,inflow,4897.134,4853.495,0.899,10.325,10.171,8.443
2017-11-23,purchase,3359.662,3330.853,0.865,10.072,9.692,7.149
2017-11-24,inflow,4906.994,4858.590,0.996,13.024,12.830,10.650
2017-11-24,purchase,3367.735,3334.365,1.001,12.538,12.065,8.899
2017-11-27,purchase,3353.403,3336.178,0.516,3.746,3.604,2.659
2017-11-27,inflow,4894.220,4861.984,0.663,3.764,3.708,3.078
2017-11-28,inflow,4928.927,4868.359,1.244,19.912,19.616,16.283
2017-11-28,purchase,3386.358,3340.957,1.359,19.037,18.319,13.513
2017-11-29,purchase,3399.302,3346.514,1.577,23.002,22.134,16.327
2017-11-29,inflow,4943.313,4875.498,1.391,23.992,23.635,19.619
2017-11-30,inflow,4936.637,4881.320,1.133,16.830,16.580,13.763
2017-11-30,purchase,3389.499,3350.608,1.161,15.441,14.858,10.960
2017-12-01,inflow,4970.057,4889.772,1.642,30.990,30.506,25.323
2017-12-01,purchase,3421.930,3357.400,1.922,29.454,28.152,20.766
2017-12-04,purchase,3420.467,3363.407,1.697,26.713,24.214,17.861
2017-12-04,inflow,4969.821,4897.395,1.479,27.895,26.042,21.618
2017-12-05,inflow,4938.501,4901.310,0.759,7.191,6.329,5.254
2017-12-05,purchase,3388.159,3365.764,0.665,7.311,6.208,4.579
2017-12-06,inflow,4899.968,4901.182,-0.025,0.000,0.000,0.000
2017-12-06,purchase,3348.811,3364.149,-0.456,0.000,0.000,0.000
2017-12-07,inflow,4885.217,4899.662,-0.295,0.000,0.000,0.000
2017-12-07,purchase,3333.307,3361.212,-0.830,0.000,0.000,0.000
2017-12-08,purchase,3369.685,3362.019,0.228,17.630,15.411,11.886
2017-12-08,inflow,4925.107,4902.085,0.470,18.934,17.082,14.636
2017-12-11,inflow,4941.741,4905.862,0.731,25.416,22.930,19.648
2017-12-11,purchase,3384.959,3364.204,0.617,24.110,21.075,16.254
2017-12-12,inflow,4935.149,4908.651,0.540,20.673,18.650,15.980
2017-12-12,purchase,3377.604,3365.480,0.360,19.833,17.337,13.371
2017-12-13,inflow,4965.327,4914.049,1.043,33.147,29.905,25.624
2017-12-13,purchase,3406.414,3369.378,1.099,32.145,28.098,21.670
2017-12-14,purchase,3412.606,3373.495,1.159,33.147,28.975,22.346
2017-12-14,inflow,4972.419,4919.608,1.073,33.890,30.575,26.198
2017-12-15,purchase,3385.976,3374.684,0.335,19.407,16.964,13.083
2017-12-15,inflow,4947.179,4922.234,0.507,19.854,17.912,15.348
2017-12-18,inflow,4967.046,4926.502,0.823,27.686,24.978,21.402
2017-12-18,purchase,3404.685,3377.541,0.804,27.221,23.794,18.351
2017-12-19,purchase,3420.536,3381.636,1.150,32.997,28.843,22.535
2017-12-19,inflow,4984.148,4931.992,1.058,33.495,30.218,26.112
2017-12-20,purchase,3411.197,3384.451,0.790,26.998,23.599,18.945
2017-12-20,inflow,4976.158,4936.198,0.810,27.353,24.677,21.804
2017-12-21,inflow,4989.793,4941.302,0.981,31.608,28.516,25.233
2017-12-21,purchase,3423.722,3388.191,1.049,31.303,27.363,22.056
2017-12-27,purchase,3432.046,3392.368,1.170,33.318,29.124,24.559
2017-12-27,inflow,4999.076,4946.805,1.057,33.474,30.200,27.778
2017-12-28,inflow,5029.639,4954.694,1.513,44.767,40.388,39.573
2017-12-28,purchase,3459.903,3398.800,1.798,43.784,38.272,34.592
2017-12-29,purchase,3475.160,3406.072,2.028,47.625,41.630,40.885
