date,item,value,mean,bias,Q60,Q120,Q200
2019-04-17,inflow,9882.352,9867.085,0.155,4.673,8.110,8.410
2019-04-23,purchase,7514.610,7610.490,-1.260,0.000,0.000,0.000
2019-04-23,inflow,9822.671,9862.855,-0.407,0.000,0.000,0.000
2019-04-24,purchase,7479.358,7598.001,-1.561,0.000,0.000,0.000
2019-04-24,inflow,9793.444,9856.245,-0.637,0.000,0.000,0.000
2019-04-25,inflow,9781.339,9849.111,-0.688,0.000,0.000,0.000
2019-04-25,purchase,7462.294,7585.076,-1.619,0.000,0.000,0.000
2019-04-26,inflow,9775.469,9842.097,-0.677,0.204,0.204,0.204
2019-04-26,purchase,7451.868,7572.390,-1.592,0.369,0.369,0.369
2019-04-29,inflow,9826.147,9840.578,-0.147,9.918,9.918,9.918
2019-04-29,purchase,7497.196,7565.229,-0.899,9.775,9.775,9.775
2019-04-30,inflow,9825.501,9839.142,-0.139,10.065,10.065,10.065
2019-04-30,purchase,7491.727,7558.228,-0.880,10.039,10.039,10.039
2019-05-06,inflow,9773.622,9832.902,-0.603,1.561,1.561,1.561
2019-05-06,purchase,7435.492,7546.539,-1.472,2.000,2.000,2.000
2019-05-07,inflow,9766.024,9826.533,-0.616,1.325,1.325,1.325
2019-05-07,purchase,7424.074,7534.876,-1.471,2.014,2.014,2.014
2019-05-08,inflow,9719.834,9816.371,-0.983,0.000,0.000,0.000
2019-05-08,purchase,7374.440,7519.596,-1.930,0.000,0.000,0.000
2019-05-09,inflow,9666.301,9802.079,-1.385,0.000,0.000,0.000
2019-05-09,purchase,7317.631,7500.361,-2.436,0.000,0.000,0.000
2019-05-14,purchase,7208.634,7472.578,-3.532,0.000,0.000,0.000
2019-05-14,inflow,9560.428,9779.064,-2.236,0.000,0.000,0.000
2019-05-15,purchase,7217.709,7448.305,-3.096,4.704,4.704,4.704
2019-05-15,inflow,9573.382,9759.476,-1.907,4.695,4.695,4.695
2019-05-16,inflow,9544.303,9738.983,-1.999,3.379,3.379,3.379
2019-05-16,purchase,7183.739,7423.108,-3.225,3.316,3.316,3.316
2019-05-17,purchase,7127.629,7394.967,-3.615,0.000,0.000,0.000
2019-05-17,inflow,9492.553,9715.513,-2.295,0.000,0.000,0.000
2019-05-20,inflow,9472.148,9692.336,-2.272,0.327,0.327,0.327
2019-05-20,purchase,7103.364,7367.195,-3.581,0.363,0.363,0.363
2019-05-21,purchase,7066.520,7338.560,-3.707,0.000,0.000,0.000
2019-05-21,inflow,9437.863,9668.100,-2.381,0.000,0.000,0.000
2019-05-22,inflow,9395.663,9642.154,-2.556,0.000,0.000,0.000
2019-05-22,purchase,7021.582,7308.371,-3.924,0.000,0.000,0.000
2019-05-23,inflow,9356.872,9614.984,-2.684,0.000,0.000,0.000
2019-05-23,purchase,6980.441,7277.140,-4.077,0.000,0.000,0.000
2019-05-24,purchase,6964.266,7247.342,-3.906,1.828,1.744,1.744
2019-05-24,inflow,9343.122,9589.093,-2.565,1.668,1.601,1.601
2019-05-27,inflow,9328.227,9564.248,-2.468,3.029,2.907,2.907
2019-05-27,purchase,6945.215,7218.568,-3.787,3.101,2.957,2.957
2019-05-28,purchase,7000.884,7197.836,-2.736,14.321,13.657,13.657
2019-05-28,inflow,9403.136,9548.904,-1.527,16.181,15.531,15.531
2019-05-29,inflow,9373.140,9532.165,-1.668,14.200,13.630,13.630
2019-05-29,purchase,6968.370,7175.982,-2.893,12.645,12.059,12.059
2019-05-30,purchase,6960.487,7155.459,-2.725,15.462,13.774,13.774
2019-05-30,inflow,9369.428,9516.666,-1.547,16.957,15.254,15.254
2019-05-31,purchase,6954.989,7136.367,-2.542,17.661,15.640,15.640
2019-05-31,inflow,9366.238,9502.339,-1.432,18.793,16.795,16.795
2019-06-03,inflow,9413.160,9493.846,-0.850,27.534,24.607,24.607
2019-06-03,purchase,6999.059,7123.290,-1.744,26.835,23.763,23.763
2019-06-04,inflow,9426.206,9487.404,-0.645,30.932,27.354,27.354
2019-06-04,purchase,7009.702,7112.472,-1.445,30.654,26.809,26.809
2019-06-05,inflow,9458.875,9484.687,-0.272,36.588,32.355,32.355
2019-06-05,purchase,7040.280,7105.597,-0.919,36.839,32.163,32.163
2019-06-06,purchase,7051.066,7100.403,-0.695,39.456,34.449,34.449
2019-06-06,inflow,9472.015,9483.480,-0.121,38.882,34.384,34.384
2019-06-10,purchase,7130.038,7103.226,0.377,51.966,45.370,45.370
2019-06-10,inflow,9554.560,9490.250,0.678,50.993,45.094,45.094
2019-06-11,purchase,7199.498,7112.394,1.225,66.061,53.999,53.999
2019-06-11,inflow,9628.264,9503.394,1.314,64.620,53.629,53.629
2019-06-12,purchase,7212.358,7121.915,1.270,74.718,54.460,54.460
2019-06-12,inflow,9650.844,9517.437,1.402,74.102,54.806,54.806
2019-06-13,purchase,7224.068,7131.644,1.296,80.114,54.725,54.725
2019-06-13,inflow,9665.149,9531.505,1.402,79.236,54.812,54.812
2019-06-14,purchase,7207.686,7138.886,0.964,81.157,51.341,51.341
2019-06-14,inflow,9662.260,9543.958,1.240,82.225,52.631,52.631
2019-06-17,inflow,9670.217,9555.982,1.195,82.340,52.039,52.039
2019-06-17,purchase,7212.759,7145.921,0.935,81.850,51.052,51.052
2019-06-18,purchase,7228.681,7153.803,1.047,83.839,52.186,52.186
2019-06-18,inflow,9688.987,9568.649,1.258,83.660,52.873,52.873
2019-06-19,purchase,7277.918,7165.624,1.567,92.355,57.487,57.487
2019-06-19,inflow,9740.387,9585.005,1.621,91.373,57.748,57.748
2019-06-20,purchase,7333.567,7181.618,2.116,100.000,63.075,63.075
2019-06-20,inflow,9799.670,9605.450,2.022,99.881,63.125,63.125
2019-06-21,inflow,9883.420,9631.923,2.611,100.000,71.027,71.027
2019-06-21,purchase,7406.872,7203.071,2.829,100.000,70.343,70.343
2019-06-24,inflow,9866.940,9654.306,2.202,92.284,65.546,65.546
2019-06-24,purchase,7387.762,7220.661,2.314,92.541,65.096,65.096
2019-06-25,purchase,7354.766,7233.433,1.677,83.321,58.610,58.610
2019-06-25,inflow,9836.426,9671.650,1.704,82.865,58.856,58.856
2019-06-26,inflow,9826.981,9686.444,1.451,78.091,55.465,55.465
2019-06-26,purchase,7342.631,7243.833,1.364,78.781,55.417,55.417
2019-06-27,purchase,7381.020,7256.898,1.710,83.798,58.946,58.946
2019-06-27,inflow,9868.182,9703.752,1.694,82.691,58.733,58.733
2019-07-02,purchase,7392.238,7269.788,1.684,83.422,58.681,58.681
2019-07-02,inflow,9883.098,9720.833,1.669,82.215,58.394,58.394
2019-07-03,inflow,9881.069,9736.093,1.489,78.812,55.977,55.977
2019-07-03,purchase,7387.343,7280.983,1.461,80.184,56.404,56.404
2019-07-04,inflow,9893.438,9751.079,1.460,78.262,55.587,55.587
2019-07-04,purchase,7397.111,7292.043,1.441,79.896,56.201,56.201
2019-07-05,purchase,7401.388,7302.457,1.355,78.649,55.324,55.324
2019-07-05,inflow,9900.258,9765.286,1.382,76.793,54.544,54.544
2019-07-08,inflow,9866.950,9774.968,0.941,68.463,48.627,48.627
2019-07-08,purchase,7365.329,7308.445,0.778,70.303,49.453,49.453
2019-07-09,inflow,9843.031,9781.451,0.630,62.582,44.450,44.450
2019-07-09,purchase,7339.131,7311.367,0.380,64.532,45.393,45.393
2019-07-10,inflow,9829.618,9786.038,0.445,59.103,41.979,41.979
2019-07-10,purchase,7322.757,7312.452,0.141,61.074,42.961,42.961
2019-07-11,purchase,7347.116,7315.753,0.429,65.240,45.892,45.892
2019-07-11,inflow,9856.613,9792.759,0.652,63.006,44.751,44.751
2019-07-12,purchase,7361.709,7320.130,0.568,67.257,47.311,47.311
2019-07-12,inflow,9873.753,9800.473,0.748,64.813,46.034,46.034
2019-07-15,inflow,9862.473,9806.378,0.572,61.495,43.678,43.678
2019-07-15,purchase,7347.299,7322.718,0.336,63.894,44.945,44.945
2019-07-16,purchase,7357.391,7326.020,0.428,65.233,45.887,45.887
2019-07-16,inflow,9875.182,9812.931,0.634,62.673,44.514,44.514
2019-07-17,purchase,7374.901,7330.675,0.603,67.769,47.670,47.670
2019-07-17,inflow,9895.193,9820.765,0.758,65.004,46.170,46.170
2019-07-18,purchase,7393.351,7336.644,0.773,70.225,49.398,49.398
2019-07-18,inflow,9917.168,9829.946,0.887,67.449,47.907,47.907
2019-07-19,purchase,7455.243,7347.939,1.460,80.177,56.399,56.399
2019-07-19,inflow,9982.483,9844.474,1.402,77.166,54.808,54.808
2019-07-22,purchase,7459.093,7358.525,1.367,78.822,55.445,55.445
2019-07-22,inflow,9989.103,9858.248,1.327,75.759,53.809,53.809
2019-07-23,purchase,7455.037,7367.717,1.185,76.193,53.597,53.597
2019-07-23,inflow,9988.566,9870.659,1.195,73.250,52.027,52.027
2019-07-24,purchase,7475.539,7377.986,1.322,78.178,54.993,54.993
2019-07-24,inflow,10012.834,9884.200,1.301,75.269,53.461,53.461
2019-07-25,inflow,10036.502,9898.705,1.392,76.981,54.677,54.677
2019-07-25,purchase,7495.026,7389.132,1.433,79.783,56.122,56.122
2019-07-26,inflow,10026.812,9910.905,1.169,72.777,51.691,51.691
2019-07-26,purchase,7481.159,7397.897,1.125,75.329,52.989,52.989
2019-07-29,inflow,10030.636,9922.308,1.092,71.310,50.649,50.649
2019-07-29,purchase,7481.749,7405.883,1.024,73.866,51.959,51.959
2019-07-30,inflow,10058.886,9935.316,1.244,74.180,52.687,52.687
2019-07-30,purchase,7506.259,7415.442,1.225,76.766,53.999,53.999
2019-07-31,inflow,10054.460,9946.663,1.084,71.158,50.541,50.541
2019-07-31,purchase,7501.267,7423.616,1.046,74.178,52.179,52.179
2019-08-01,purchase,7489.759,7429.915,0.805,70.695,49.729,49.729
2019-08-01,inflow,10047.129,9956.231,0.913,67.933,48.251,48.251
2019-08-02,inflow,9982.711,9958.753,0.241,55.236,39.232,39.232
2019-08-02,purchase,7421.639,7429.127,-0.101,57.574,40.499,40.499
2019-08-05,inflow,9952.061,9958.116,-0.061,49.545,35.190,35.190
2019-08-05,purchase,7387.009,7425.116,-0.513,51.602,36.299,36.299
2019-08-06,inflow,9926.943,9955.147,-0.283,45.343,32.206,32.206
2019-08-06,purchase,7357.221,7418.650,-0.828,47.044,33.092,33.092
2019-08-07,inflow,9899.651,9949.861,-0.505,41.164,29.237,29.237
2019-08-07,purchase,7326.717,7409.894,-1.123,42.780,30.093,30.093
2019-08-08,inflow,9929.343,9947.907,-0.187,47.169,33.503,33.503
2019-08-08,purchase,7352.210,7404.401,-0.705,48.827,34.347,34.347
2019-08-09,purchase,7366.159,7400.758,-0.468,52.264,36.764,36.764
2019-08-09,inflow,9947.684,9947.886,-0.002,50.655,35.978,35.978
2019-08-12,inflow,9975.949,9950.559,0.255,55.512,39.428,39.428
2019-08-12,purchase,7388.550,7399.596,-0.149,56.872,40.005,40.005
2019-08-13,inflow,9955.001,9950.982,0.040,51.456,36.547,36.547
2019-08-13,purchase,7364.189,7396.224,-0.433,52.762,37.114,37.114
2019-08-14,inflow,9970.355,9952.827,0.176,54.019,38.368,38.368
2019-08-14,purchase,7376.026,7394.300,-0.247,55.455,39.009,39.009
2019-08-15,inflow,9976.365,9955.069,0.214,54.733,38.875,38.875
2019-08-15,purchase,7377.398,7392.690,-0.207,56.038,39.419,39.419
2019-08-16,inflow,9977.878,9957.241,0.207,54.607,38.785,38.785
2019-08-16,purchase,7375.225,7391.027,-0.214,55.938,39.348,39.348
2019-08-19,inflow,10062.703,9967.285,0.957,68.771,49.849,48.846
2019-08-19,purchase,7453.701,7396.996,0.767,70.133,50.468,49.334
2019-08-20,purchase,7441.078,7401.194,0.539,65.993,48.096,47.014
2019-08-20,inflow,10054.315,9975.574,0.789,64.805,47.550,46.593
2019-08-21,inflow,10077.549,9985.286,0.924,66.782,50.425,48.399
2019-08-21,purchase,7461.072,7406.897,0.731,68.290,51.357,48.975
2019-08-22,inflow,10096.676,9995.894,1.008,62.545,51.602,49.528
2019-08-22,purchase,7476.225,7413.500,0.846,65.343,52.582,50.143
2019-08-23,purchase,7487.713,7420.567,0.905,66.370,53.210,50.742
2019-08-23,inflow,10112.059,10006.957,1.050,63.528,52.190,50.092
2019-08-26,inflow,10085.686,10014.455,0.711,54.312,47.452,45.546
2019-08-26,purchase,7457.376,7424.073,0.449,57.135,48.336,46.094
2019-08-27,inflow,10203.339,10032.444,1.703,77.552,65.423,58.853
2019-08-27,purchase,7570.085,7437.979,1.776,80.390,66.925,59.615
2019-08-28,purchase,7562.301,7449.819,1.510,71.148,64.260,56.904
2019-08-28,inflow,10199.181,10048.324,1.501,67.935,62.821,56.142
2019-08-29,purchase,7566.133,7460.897,1.411,66.805,63.117,55.892
2019-08-29,inflow,10206.850,10063.422,1.425,63.581,61.680,55.122
2019-08-30,inflow,10277.943,10083.852,1.925,77.972,69.908,61.821
2019-08-30,purchase,7633.328,7477.319,2.086,81.201,71.779,62.776
2019-09-02,purchase,7686.427,7497.234,2.524,92.260,77.001,67.228
2019-09-02,inflow,10336.771,10107.940,2.264,88.856,75.052,66.370
2019-09-03,purchase,7686.614,7515.270,2.280,86.097,74.159,64.747
2019-09-03,inflow,10341.284,10130.163,2.084,83.086,72.325,63.958
2019-09-04,purchase,7736.343,7536.325,2.654,95.564,78.523,68.557
2019-09-04,inflow,10398.250,10155.695,2.388,92.852,76.940,68.039
2019-09-05,inflow,10495.100,10188.019,3.014,100.000,92.097,76.433
2019-09-05,purchase,7828.175,7564.120,3.491,100.000,94.298,77.081
2019-09-06,inflow,10586.304,10225.951,3.524,100.000,100.000,83.270
2019-09-06,purchase,7913.414,7597.386,4.160,100.000,100.000,83.892
2019-09-09,inflow,10622.315,10263.700,3.494,99.258,99.519,82.869
2019-09-09,purchase,7941.269,7630.137,4.078,98.447,99.004,83.057
2019-09-10,inflow,10652.546,10300.733,3.415,97.307,98.253,81.815
2019-09-10,purchase,7965.056,7662.034,3.955,96.122,97.513,81.806
2019-09-11,inflow,10684.174,10337.251,3.356,95.833,97.296,81.018
2019-09-11,purchase,7989.377,7693.209,3.850,94.132,96.237,80.735
2019-09-12,purchase,8022.331,7724.554,3.855,94.231,96.300,80.788
2019-09-12,inflow,10723.684,10374.054,3.370,96.185,97.525,81.209
2019-09-16,inflow,10739.632,10408.871,3.178,91.406,94.423,78.626
2019-09-16,purchase,8031.431,7753.781,3.581,89.041,92.972,77.997
2019-09-17,purchase,8026.249,7779.730,3.169,81.240,87.969,73.799
2019-09-17,inflow,10740.525,10440.457,2.874,83.870,89.533,74.554
2019-09-18,purchase,8065.462,7806.943,3.311,83.941,89.701,75.253
2019-09-18,inflow,10788.154,10473.571,3.004,87.084,91.619,76.291
2019-09-19,purchase,8092.388,7834.128,3.297,83.660,89.522,75.102
2019-09-19,inflow,10822.344,10506.788,3.003,87.078,91.615,76.288
2019-09-20,purchase,8241.012,7872.879,4.676,100.000,100.000,89.151
2019-09-20,inflow,11006.928,10554.420,4.287,100.000,100.000,93.510
2019-09-23,inflow,10999.008,10596.762,3.796,89.745,92.951,86.919
2019-09-23,purchase,8225.698,7906.481,4.037,88.988,92.705,82.647
2019-09-24,inflow,11031.521,10638.168,3.698,87.692,91.540,85.599
2019-09-24,purchase,8253.215,7939.503,3.951,87.502,91.721,81.770
2019-09-25,inflow,11042.697,10676.694,3.428,82.068,87.674,81.984
2019-09-25,purchase,8258.145,7969.850,3.617,81.743,87.906,78.368
2019-09-26,inflow,11074.122,10714.544,3.356,80.563,86.640,81.018
2019-09-26,purchase,8283.120,7999.685,3.543,80.462,87.057,77.612
2019-09-27,inflow,11084.331,10749.762,3.112,75.479,83.146,77.750
2019-09-27,purchase,8286.305,8026.982,3.231,75.074,83.488,74.430
2019-09-30,inflow,11083.362,10781.534,2.799,68.951,78.659,73.554
2019-09-30,purchase,8279.953,8051.075,2.843,68.386,79.057,70.480
2019-10-08,purchase,8297.392,8074.533,2.760,66.958,78.111,69.637
2019-10-08,inflow,11108.531,10812.676,2.736,67.629,77.751,72.705
2019-10-09,purchase,8275.224,8093.647,2.243,58.049,72.210,64.375
2019-10-09,inflow,11091.576,10839.238,2.328,59.112,71.896,67.230
2019-10-10,purchase,8276.587,8111.070,2.041,54.551,69.893,62.310
2019-10-10,inflow,11099.720,10864.046,2.169,55.800,69.620,65.101
2019-10-11,purchase,8313.848,8130.382,2.257,58.275,72.359,64.509
2019-10-11,inflow,11146.435,10890.940,2.346,59.486,72.153,67.470
2019-10-14,inflow,11179.149,10918.389,2.388,60.369,72.760,68.038
2019-10-14,purchase,8340.865,8150.428,2.337,59.654,73.273,65.323
2019-10-15,purchase,8377.577,8172.061,2.515,62.730,75.310,67.140
2019-10-15,inflow,11223.379,10947.435,2.521,63.131,74.659,69.813
2019-10-16,inflow,11258.634,10977.073,2.565,64.057,75.295,70.408
2019-10-16,purchase,8404.941,8194.240,2.571,63.704,75.956,67.715
2019-10-17,inflow,11283.992,11006.304,2.523,63.181,74.693,69.845
2019-10-17,purchase,8422.329,8215.963,2.512,62.677,75.275,67.108
2019-10-18,inflow,11282.290,11032.588,2.263,57.762,70.968,66.362
2019-10-18,purchase,8409.894,8234.433,2.131,56.107,70.923,63.228
2019-10-21,purchase,8439.042,8253.919,2.243,58.039,72.203,64.369
2019-10-21,inflow,11317.191,11059.693,2.328,59.117,71.900,67.233
2019-10-22,purchase,8441.991,8271.831,2.057,54.835,70.081,62.477
2019-10-22,inflow,11325.247,11084.984,2.167,55.761,69.593,65.077
2019-10-23,inflow,11315.215,11106.911,1.875,49.668,65.405,61.160
2019-10-23,purchase,8423.945,8286.318,1.661,48.002,65.554,58.442
2019-10-24,inflow,11328.261,11127.992,1.800,48.087,64.318,60.144
2019-10-24,purchase,8429.549,8299.959,1.561,46.285,64.417,57.428
2019-10-25,inflow,11353.068,11149.428,1.826,48.645,64.702,60.503
2019-10-25,purchase,8444.926,8313.765,1.578,46.566,64.603,57.594
2019-10-28,inflow,11390.163,11172.355,1.950,51.214,66.467,62.154
2019-10-28,purchase,8473.323,8328.961,1.733,49.250,66.381,59.179
2019-10-29,purchase,8497.559,8345.018,1.828,50.883,67.463,60.143
2019-10-29,inflow,11421.967,11196.127,2.017,52.624,67.437,63.060
2019-10-30,purchase,8526.554,8362.307,1.964,53.232,69.019,61.530
2019-10-30,inflow,11459.185,11221.180,2.121,54.792,68.927,64.454
2019-10-31,inflow,11544.775,11251.999,2.602,64.829,75.826,70.905
2019-10-31,purchase,8600.448,8384.987,2.570,63.674,75.936,67.697
2019-11-01,inflow,11631.801,11288.171,3.044,74.056,82.168,76.835
2019-11-01,purchase,8674.940,8412.602,3.118,73.138,82.206,73.287
2019-11-04,purchase,8715.789,8441.477,3.250,75.401,83.704,74.623
2019-11-04,inflow,11678.776,11325.371,3.120,75.649,83.263,77.859
2019-11-05,inflow,11741.185,11364.972,3.310,79.610,85.985,80.405
2019-11-05,purchase,8767.793,8472.555,3.485,79.455,86.390,77.017
2019-11-06,inflow,11759.847,11402.580,3.133,75.915,83.445,78.030
2019-11-06,purchase,8775.704,8501.426,3.226,74.999,83.438,74.385
2019-11-07,inflow,11792.957,11439.758,3.087,73.180,82.789,77.416
2019-11-07,purchase,8796.800,8529.557,3.133,71.327,82.374,73.437
2019-11-08,inflow,11817.400,11475.724,2.977,69.460,81.210,75.940
2019-11-08,purchase,8810.469,8556.310,2.970,66.841,80.515,71.780
2019-11-11,inflow,11834.376,11509.882,2.819,65.432,78.942,73.819
2019-11-11,purchase,8817.169,8581.154,2.750,62.311,78.001,69.538
2019-11-12,purchase,8817.061,8603.621,2.481,57.034,74.921,66.793
2019-11-12,inflow,11845.333,11541.829,2.630,60.966,76.222,71.275
2019-11-13,purchase,8799.431,8622.270,2.055,46.756,70.053,62.453
2019-11-13,inflow,11838.866,11570.119,2.323,52.214,71.821,67.160
2019-11-14,purchase,8811.541,8640.296,1.982,44.905,69.222,61.712
2019-11-14,inflow,11861.713,11597.889,2.275,50.672,71.132,66.516
2019-11-15,purchase,8828.384,8658.209,1.965,44.568,69.034,61.544
2019-11-15,inflow,11890.448,11625.752,2.277,50.723,71.162,66.543
2019-11-18,inflow,11917.178,11653.507,2.263,43.380,70.958,66.352
2019-11-18,purchase,8842.974,8675.806,1.927,34.969,68.593,61.151
2019-11-19,purchase,8868.218,8694.130,2.002,36.755,69.455,61.920
2019-11-19,inflow,11955.068,11682.227,2.336,45.419,72.004,67.331
2019-11-20,purchase,8870.116,8710.891,1.828,32.628,66.813,60.143
2019-11-20,inflow,11967.620,11709.407,2.205,41.774,69.614,65.582
2019-11-21,purchase,8876.408,8726.655,1.716,29.982,65.024,59.004
2019-11-21,inflow,11985.078,11735.662,2.125,39.540,67.993,64.511
2019-11-22,inflow,12006.158,11761.423,2.081,38.297,62.950,63.915
2019-11-22,purchase,8885.855,8741.817,1.648,28.366,59.992,58.308
2019-11-25,purchase,8942.219,8760.902,2.070,38.346,65.566,62.605
2019-11-25,inflow,12075.917,11791.375,2.413,47.590,68.530,68.372
2019-11-26,inflow,12319.550,11841.677,4.036,91.200,95.683,90.132
2019-11-26,purchase,9156.521,8798.580,4.068,81.387,91.787,82.960
2019-11-27,inflow,12357.729,11890.825,3.927,87.394,93.692,88.671
2019-11-27,purchase,9180.737,8834.976,3.914,76.652,89.437,81.385
2019-11-28,inflow,12393.755,11938.723,3.811,83.369,90.735,87.126
2019-11-28,purchase,9198.118,8869.561,3.704,70.245,84.865,79.254
2019-11-29,purchase,9204.828,8901.491,3.408,59.280,79.280,76.233
2019-11-29,inflow,12414.010,11983.989,3.588,71.898,85.827,84.134
2019-12-02,purchase,9231.932,8932.962,3.347,57.326,77.078,75.613
2019-12-02,inflow,12451.745,12028.537,3.518,69.087,83.952,83.196
2019-12-03,inflow,12497.973,12073.245,3.518,69.069,83.943,83.190
2019-12-03,purchase,9266.498,8964.727,3.366,57.948,77.412,75.811
2019-12-04,purchase,9306.074,8997.236,3.433,60.079,78.557,76.487
2019-12-04,inflow,12552.067,12118.847,3.575,71.354,85.129,83.952
2019-12-05,purchase,9366.719,9032.425,3.701,68.699,83.187,79.221
2019-12-05,inflow,12629.013,12167.434,3.794,80.149,89.695,86.887
2019-12-06,purchase,9410.337,9068.417,3.770,70.927,84.384,79.928
2019-12-06,inflow,12685.880,12216.810,3.840,81.998,90.655,87.503
2019-12-09,purchase,9444.245,9104.210,3.735,69.786,83.771,79.566
2019-12-09,inflow,12732.819,12265.954,3.806,80.657,89.958,87.056
2019-12-10,inflow,12775.355,12314.468,3.743,78.103,88.632,86.204
2019-12-10,purchase,9473.792,9139.408,3.659,67.339,82.456,78.790
2019-12-11,purchase,9497.471,9173.510,3.531,63.255,80.263,77.494
2019-12-11,inflow,12811.166,12361.773,3.635,73.790,86.393,84.765
2019-12-12,purchase,9562.689,9210.574,3.823,72.612,85.289,80.462
2019-12-12,inflow,12890.011,12412.081,3.851,82.439,90.884,87.651
2019-12-13,purchase,9615.395,9249.129,3.960,77.013,87.653,81.859
2019-12-13,inflow,12980.729,12466.238,4.127,93.556,96.655,91.360
2019-12-16,purchase,9622.395,9284.678,3.637,66.654,82.088,78.572
2019-12-16,inflow,13003.291,12517.386,3.882,83.698,91.537,88.071
2019-12-17,purchase,9710.461,9325.229,4.131,82.505,90.603,85.524
2019-12-17,inflow,13108.232,12573.657,4.252,98.560,99.252,94.940
2019-12-18,purchase,9755.291,9366.187,4.154,83.253,91.004,85.766
2019-12-18,inflow,13169.151,12630.371,4.266,99.131,99.549,95.135
2019-12-19,inflow,13220.510,12686.574,4.209,96.836,98.357,96.325
2019-12-19,purchase,9790.655,9406.613,4.083,80.952,89.768,87.150
2019-12-20,purchase,9827.808,9446.726,4.034,95.359,88.929,86.630
2019-12-20,inflow,13277.304,12742.834,4.194,97.101,98.057,96.124
2019-12-23,inflow,13309.359,12796.789,4.005,89.445,94.117,93.485
2019-12-23,purchase,9845.300,9484.686,3.802,86.414,84.929,84.153
2019-12-27,inflow,13372.771,12851.645,4.055,91.452,95.149,94.177
2019-12-27,purchase,9892.109,9523.488,3.871,89.059,86.112,84.886
2019-12-30,inflow,13438.408,12907.527,4.113,93.804,96.360,97.498
2019-12-30,purchase,9936.389,9562.812,3.907,90.444,86.731,91.210
2019-12-31,inflow,13448.248,12959.024,3.775,80.106,89.311,92.653
2019-12-31,purchase,9934.766,9598.236,3.506,75.003,79.826,86.636
2020-01-02,inflow,13562.200,13016.469,4.193,97.034,98.023,98.641
2020-01-02,purchase,10036.237,9639.950,4.111,98.323,90.255,93.544
2020-01-03,purchase,10069.845,9680.893,4.018,94.731,88.648,92.480
2020-01-03,inflow,13608.198,13072.825,4.095,93.089,95.992,97.245
2020-01-06,inflow,13671.029,13129.796,4.122,94.178,96.552,97.630
2020-01-06,purchase,10113.397,9722.084,4.025,95.011,88.773,92.563
2020-01-07,inflow,13737.024,13187.628,4.166,95.955,97.467,98.259
2020-01-07,purchase,10158.467,9763.644,4.044,95.737,89.098,92.778
2020-01-08,inflow,13771.070,13243.193,3.986,88.657,93.711,95.677
2020-01-08,purchase,10172.696,9802.601,3.775,85.389,84.470,89.712
2020-01-09,inflow,13866.873,13302.592,4.242,99.033,99.051,99.348
2020-01-09,purchase,10248.202,9845.039,4.095,97.714,89.982,93.364
2020-01-10,inflow,13916.291,13361.039,4.156,95.539,97.253,98.112
2020-01-10,purchase,10277.784,9886.253,3.960,92.519,87.659,91.825
2020-01-13,purchase,10354.889,9930.885,4.270,100.000,92.991,95.357
2020-01-13,inflow,14009.555,13422.803,4.371,100.000,100.000,100.000
2020-01-14,inflow,14061.469,13483.628,4.286,96.663,98.240,98.784
2020-01-14,purchase,10389.169,9974.531,4.157,95.843,91.049,94.071
2020-01-15,purchase,10399.610,10015.015,3.840,84.146,85.586,90.452
2020-01-15,inflow,14091.223,13541.494,4.060,87.878,93.607,95.582
2020-01-16,inflow,14149.955,13599.443,4.048,87.429,93.370,95.418
2020-01-16,purchase,10438.075,10055.306,3.807,82.907,85.008,90.068
2020-01-17,purchase,10473.289,10095.114,3.746,80.672,83.964,89.377
2020-01-17,inflow,14205.639,13657.176,4.016,86.181,92.712,94.963
2020-01-20,inflow,14270.556,13715.593,4.046,87.358,93.333,95.393
2020-01-20,purchase,10515.219,10135.124,3.750,80.826,84.036,89.424
2020-01-21,inflow,14222.049,13763.827,3.329,59.476,78.627,85.230
2020-01-21,purchase,10443.939,10164.535,2.749,43.847,66.764,77.983
2020-01-22,purchase,10436.299,10190.417,2.413,31.028,60.971,74.145
2020-01-22,inflow,14239.743,13809.152,3.118,50.757,74.299,82.239
2020-01-23,purchase,10318.681,10202.633,1.137,0.000,38.975,59.574
2020-01-23,inflow,14145.437,13841.179,2.198,10.268,55.432,69.201
2020-02-03,inflow,14344.760,13889.139,3.280,53.661,77.627,84.539
2020-02-03,purchase,10500.575,10231.009,2.635,47.807,64.798,76.681
2020-02-04,purchase,10549.777,10261.367,2.811,53.421,67.831,78.690
2020-02-04,inflow,14424.634,13940.139,3.476,60.891,81.629,87.304
2020-02-05,purchase,10546.696,10288.542,2.509,43.795,62.631,75.245
2020-02-05,inflow,14449.554,13988.655,3.295,53.001,77.922,84.743
2020-02-06,inflow,14585.413,14045.489,3.844,76.983,89.188,92.528
2020-02-06,purchase,10652.275,10323.183,3.188,65.466,74.337,83.000
2020-02-07,purchase,10619.282,10351.383,2.588,46.314,63.992,76.147
2020-02-07,inflow,14579.379,14096.335,3.427,58.761,80.628,86.613
2020-02-10,purchase,10586.559,10373.781,2.051,29.171,54.732,70.012
2020-02-10,inflow,14575.551,14141.975,3.066,43.006,73.227,81.498
2020-02-11,inflow,14600.406,14185.635,2.924,36.807,70.315,79.486
2020-02-11,purchase,10596.994,10395.039,1.943,25.713,52.864,68.775
