time,有色金属I,煤炭I,银行I,钢铁I,国防军工I,家用电器I,公用事业I,通信I,农林牧渔I,食品饮料I,计算机I,机械设备I,美容护理I,环保I,交通运输I,建筑材料I,石油石化I,纺织服装I,房地产I,传媒I,商业贸易I,综合I,汽车I,轻工制造I,建筑装饰I,电子I,非银金融I,化工I,休闲服务I,医药生物I,电气设备I,sum,aver,采掘I
2025-05-15,81.34328358208955,72.97297297297297,97.61904761904762,77.27272727272727,74.6376811594203,90.52631578947368,68.70229007633588,77.16535433070867,60.19417475728155,47.15447154471545,64.28571428571429,80.87954110898661,96.7741935483871,87.21804511278195,84.6774193548387,67.6056338028169,85.41666666666667,79.8076923076923,43.13725490196079,61.53846153846154,51.51515151515152,73.6842105263158,83.2089552238806,79.08496732026144,80.12820512820512,63.1578947368421,85.5421686746988,77.77777777777777,34.21052631578947,70.12711864406779,81.14285714285714,73.50028305609443,73.03107289427399,
2025-05-14,85.82089552238806,72.97297297297297,97.61904761904762,88.63636363636364,84.78260869565217,95.78947368421052,76.33587786259542,91.33858267716536,57.28155339805825,39.83739837398374,86.60714285714286,90.24856596558315,74.19354838709677,91.72932330827068,87.90322580645162,71.83098591549296,89.58333333333333,84.61538461538461,52.94117647058823,80.76923076923077,54.54545454545455,73.6842105263158,94.40298507462688,83.00653594771242,86.53846153846153,79.60526315789474,97.59036144578312,82.57575757575758,40.78947368421053,70.55084745762711,91.42857142857144,79.21143916946542,81.1217510259918,
2025-05-13,83.58208955223881,48.648648648648646,97.61904761904762,81.81818181818181,89.85507246376811,95.78947368421052,76.33587786259542,89.76377952755905,46.601941747572816,39.02439024390244,89.88095238095238,92.54302103250478,80.64516129032258,90.97744360902256,73.38709677419355,71.83098591549296,89.58333333333333,84.61538461538461,46.07843137254902,82.3076923076923,54.54545454545455,73.6842105263158,93.28358208955224,84.9673202614379,85.8974358974359,81.57894736842105,83.13253012048193,83.83838383838383,43.42105263157895,73.09322033898304,93.14285714285714,77.46687098580888,81.1217510259918,
2025-05-12,86.56716417910448,43.24324324324324,95.23809523809524,88.63636363636364,93.47826086956522,95.78947368421052,74.80916030534351,90.5511811023622,46.601941747572816,43.90243902439025,91.36904761904762,94.26386233269598,70.96774193548387,93.23308270676692,64.51612903225806,76.05633802816901,87.5,83.65384615384616,49.01960784313726,83.07692307692308,51.51515151515152,73.6842105263158,94.77611940298507,84.31372549019608,83.97435897435898,83.99122807017544,83.13253012048193,83.33333333333333,44.73684210526316,68.85593220338983,93.42857142857144,77.36180338480006,81.3171780340043,
2025-05-09,82.08955223880596,43.24324324324324,95.23809523809524,81.81818181818181,89.85507246376811,95.78947368421052,82.44274809160305,88.18897637795276,48.54368932038835,45.52845528455285,83.92857142857143,91.01338432122373,74.19354838709677,90.22556390977444,56.45161290322581,70.4225352112676,79.16666666666667,82.6923076923077,52.94117647058823,82.3076923076923,47.474747474747474,73.6842105263158,92.91044776119404,84.9673202614379,80.76923076923077,79.60526315789474,69.87951807228916,80.55555555555556,38.1578947368421,69.49152542372882,88.85714285714286,74.91720656953534,78.63982802423295,
2025-05-08,90.29850746268656,43.24324324324324,90.47619047619048,90.9090909090909,90.57971014492752,95.78947368421052,77.09923664122137,90.5511811023622,50.48543689320388,51.21951219512195,93.75,94.26386233269598,70.96774193548387,93.23308270676692,61.29032258064516,76.05633802816901,91.66666666666669,82.6923076923077,70.58823529411765,90.0,66.66666666666667,78.94736842105263,95.14925373134328,86.9281045751634,85.25641025641026,91.00877192982456,87.95180722891567,86.86868686868686,48.68421052631579,78.38983050847457,93.71428571428572,80.47501730375002,84.71760797342192,
2025-05-07,94.02985074626864,51.35135135135136,88.0952380952381,90.9090909090909,90.57971014492752,95.78947368421052,80.91603053435115,91.33858267716536,50.48543689320388,46.34146341463415,92.85714285714286,93.1166347992352,74.19354838709677,92.4812030075188,65.3225806451613,76.05633802816901,89.58333333333333,86.53846153846153,73.52941176470588,86.92307692307692,61.61616161616162,84.21052631578948,94.02985074626864,86.9281045751634,83.97435897435898,91.8859649122807,89.1566265060241,87.87878787878788,47.36842105263158,77.33050847457628,90.0,80.80055712214148,84.44401016220442,
2025-05-06,90.29850746268656,37.83783783783784,54.76190476190476,81.81818181818181,71.01449275362319,92.63157894736842,74.04580152671755,88.97637795275591,40.77669902912621,39.83739837398374,93.75,90.63097514340345,74.19354838709677,87.96992481203007,54.83870967741935,67.6056338028169,81.25,83.65384615384616,65.68627450980392,86.92307692307692,52.525252525252526,78.94736842105263,92.53731343283582,79.73856209150327,78.84615384615384,91.66666666666669,78.3132530120482,82.57575757575758,44.73684210526316,72.66949152542372,86.28571428571429,74.10784339875327,79.77330467070549,
2025-04-30,55.97014925373134,24.324324324324323,61.90476190476191,61.36363636363637,46.3768115942029,78.94736842105263,60.30534351145038,69.29133858267717,33.980582524271846,29.26829268292683,75.29761904761905,75.90822179732314,70.96774193548387,69.92481203007519,34.67741935483871,59.15492957746479,64.58333333333333,70.1923076923077,46.07843137254902,76.92307692307692,39.39393939393939,47.36842105263158,83.2089552238806,65.359477124183,59.61538461538461,74.78070175438596,40.963855421686745,65.65656565656566,31.57894736842105,54.66101694915254,63.42857142857143,57.78891413599709,62.907953879226106,
2025-04-29,47.76119402985075,18.91891891891892,90.47619047619048,70.45454545454545,34.05797101449275,62.10526315789474,67.17557251908397,49.60629921259842,33.980582524271846,31.70731707317073,51.48809523809524,64.24474187380497,70.96774193548387,63.909774436090224,41.935483870967744,53.52112676056338,62.5,63.46153846153846,33.333333333333336,55.38461538461539,40.4040404040404,36.8421052631579,72.38805970149254,56.86274509803921,56.41025641025641,57.675438596491226,37.34939759036145,66.41414141414141,28.94736842105263,44.49152542372882,46.57142857142857,51.97892943773228,53.74242720343952,
2025-04-28,38.059701492537314,18.91891891891892,97.61904761904762,70.45454545454545,24.63768115942029,42.10526315789474,78.62595419847328,39.37007874015748,28.155339805825243,22.764227642276424,38.095238095238095,46.27151051625239,58.064516129032256,50.37593984962406,42.74193548387097,40.84507042253521,50.0,49.03846153846154,27.45098039215686,36.92307692307692,41.41414141414141,31.57894736842105,52.98507462686568,49.01960784313726,44.23076923076923,42.98245614035088,31.32530120481928,54.54545454545455,27.63157894736842,31.779661016949152,35.142857142857146,43.327527000660616,42.40766073871409,
2025-04-25,45.11278195488722,35.13513513513514,90.47619047619048,62.22222222222222,32.846715328467155,56.8421052631579,85.60606060606061,40.94488188976378,34.65346534653465,50.40650406504065,41.66666666666666,54.875717017208416,61.29032258064516,61.65413533834587,48.38709677419355,70.4225352112676,52.083333333333336,58.65384615384615,76.47058823529412,36.15384615384615,63.0,60.0,67.79026217228464,65.359477124183,59.87261146496815,44.05286343612335,42.85714285714285,65.82278481012658,51.31578947368421,40.80338266384778,42.57142857142857,54.81773846212568,52.37815619495009,
2025-04-24,38.34586466165413,32.432432432432435,90.47619047619048,37.77777777777778,30.656934306569344,48.42105263157895,69.6969696969697,31.496062992125985,41.58415841584159,49.59349593495935,30.654761904761905,45.31548757170172,67.74193548387096,49.62406015037594,41.935483870967744,54.929577464788736,58.333333333333336,46.15384615384615,76.47058823529412,28.46153846153846,64.0,45.0,53.558052434456926,61.43790849673203,52.86624203821656,33.70044052863436,26.19047619047619,62.0253164556962,46.05263157894737,43.76321353065539,35.42857142857143,48.197561439966606,45.5862203953807,
2025-04-23,42.85714285714285,18.91891891891892,59.523809523809526,31.11111111111111,41.6058394160584,47.36842105263158,53.78787878787879,44.881889763779526,34.65346534653465,53.65853658536585,47.32142857142857,50.47801147227533,58.064516129032256,49.62406015037594,46.774193548387096,61.971830985915496,50.0,50.0,78.43137254901961,38.46153846153846,77.0,50.0,62.92134831460674,58.16993464052288,57.961783439490446,47.136563876651984,29.761904761904763,62.27848101265823,52.63157894736842,41.43763213530655,33.714285714285715,49.43572509916128,49.38344098649442,
2025-04-22,34.58646616541353,13.513513513513514,73.80952380952381,22.22222222222222,36.496350364963504,30.526315789473685,58.333333333333336,29.921259842519685,57.42574257425743,65.85365853658537,33.92857142857143,24.282982791587,58.064516129032256,37.59398496240601,53.2258064516129,61.971830985915496,50.0,57.69230769230769,80.3921568627451,38.46153846153846,84.0,60.0,22.471910112359552,55.55555555555556,51.59235668789809,31.71806167400881,30.95238095238096,50.88607594936709,60.526315789473685,45.03171247357294,16.571428571428573,46.0518670865667,40.51673517322372,
2025-04-21,27.06766917293233,13.513513513513514,61.90476190476191,20.0,39.416058394160586,25.26315789473684,53.78787878787879,30.70866141732284,49.50495049504951,65.85365853658537,32.142857142857146,21.606118546845124,58.064516129032256,27.81954887218045,37.096774193548384,39.436619718309856,35.416666666666664,47.11538461538461,75.49019607843137,42.30769230769231,80.0,40.0,19.10112359550562,53.59477124183007,35.6687898089172,28.19383259911894,21.428571428571427,42.53164556962025,50.0,36.57505285412263,19.428571428571427,39.67867880368216,35.48639655509884,
2025-04-18,15.037593984962406,16.216216216216218,78.57142857142857,4.444444444444445,23.35766423357664,15.789473684210526,39.39393939393939,21.25984251968504,43.56435643564357,68.29268292682927,16.36904761904762,10.707456978967496,41.935483870967744,21.05263157894737,40.32258064516129,30.985915492957748,14.583333333333334,32.69230769230769,68.62745098039215,20.76923076923077,69.0,30.0,10.486891385767793,24.836601307189543,29.29936305732484,20.48458149779736,14.285714285714286,29.11392405063291,40.78947368421053,22.19873150105708,10.0,29.82156006909496,24.564494030142885,
2025-04-17,16.541353383458645,16.216216216216218,66.66666666666667,4.444444444444445,24.817518248175183,10.526315789473683,40.15151515151515,9.448818897637794,68.31683168316832,76.42276422764228,14.88095238095238,10.898661567877628,58.064516129032256,20.30075187969925,50.0,22.535211267605632,16.666666666666668,45.19230769230769,41.1764705882353,23.07692307692308,73.0,25.0,10.486891385767793,32.6797385620915,22.929936305732483,20.92511013215859,9.523809523809524,30.37974683544304,55.26315789473684,23.04439746300212,7.714285714285714,30.557805799184703,25.053826580544136,
2025-04-16,18.045112781954888,16.216216216216218,66.66666666666667,4.444444444444445,20.437956204379564,9.473684210526317,41.66666666666666,7.874015748031496,71.2871287128713,69.91869918699187,11.011904761904765,8.221797323135755,54.83870967741935,17.293233082706767,50.0,16.901408450704224,14.583333333333334,38.46153846153846,18.62745098039216,22.307692307692307,63.0,15.0,7.116104868913857,23.529411764705884,18.471337579617835,19.162995594713657,9.523809523809524,24.55696202531645,47.36842105263158,20.29598308668076,5.714285714285714,26.83925711058876,21.589352123703268,
2025-04-15,18.79699248120301,13.513513513513514,54.76190476190476,6.666666666666667,26.277372262773724,10.526315789473683,38.63636363636363,8.661417322834646,83.16831683168317,72.35772357723577,10.11904761904762,11.281070745697896,64.51612903225806,19.548872180451127,39.516129032258064,18.309859154929576,8.333333333333334,36.53846153846154,14.705882352941176,23.07692307692308,63.0,15.0,10.861423220973784,28.758169934640524,19.745222929936304,17.180616740088105,10.714285714285714,26.58227848101265,50.0,27.27272727272728,6.285714285714286,27.57137849965589,23.018203170874926,
2025-04-14,21.05263157894737,10.81081081081081,26.19047619047619,6.666666666666667,32.846715328467155,10.526315789473683,32.57575757575758,7.086614173228346,84.15841584158416,65.85365853658537,8.630952380952381,10.516252390057362,38.70967741935484,16.541353383458645,45.96774193548387,16.901408450704224,16.666666666666668,18.26923076923077,19.607843137254903,17.692307692307693,63.0,15.0,8.98876404494382,20.26143790849673,18.471337579617835,18.722466960352424,9.523809523809524,24.050632911392405,48.68421052631579,25.36997885835095,5.428571428571429,24.670087305139344,21.33489919749461,
2025-04-11,16.541353383458645,2.702702702702702,14.285714285714286,4.444444444444445,28.46715328467153,6.315789473684211,18.939393939393938,7.086614173228346,75.24752475247524,48.78048780487805,7.440476190476191,7.074569789674952,25.806451612903224,13.533834586466163,42.74193548387097,14.084507042253522,8.333333333333334,11.538461538461538,15.68627450980392,13.846153846153848,43.0,5.0,4.49438202247191,12.418300653594772,13.375796178343949,16.29955947136564,5.9523809523809526,18.227848101265824,39.47368421052632,20.507399577167018,3.7142857142857135,18.237445582562938,16.32413388138579,
2025-04-10,15.037593984962406,5.405405405405405,16.666666666666668,4.444444444444445,23.35766423357664,5.2631578947368425,24.24242424242424,3.1496062992125986,82.17821782178218,61.78861788617886,4.761904761904762,5.162523900573614,29.032258064516128,13.533834586466163,45.16129032258065,21.12676056338028,2.083333333333333,8.653846153846153,22.54901960784314,15.384615384615383,48.0,10.0,3.745318352059925,11.11111111111111,9.554140127388536,4.625550660792952,7.142857142857143,15.69620253164557,42.10526315789474,17.12473572938689,2.571428571428572,18.73096106267792,14.875709532198082,
2025-04-09,10.526315789473683,5.405405405405405,11.904761904761903,2.2222222222222223,13.86861313868613,3.1578947368421053,24.24242424242424,3.1496062992125986,72.27722772277228,43.08943089430894,4.166666666666667,4.015296367112811,25.806451612903224,11.278195488721805,42.74193548387097,16.901408450704224,4.166666666666667,3.8461538461538463,16.666666666666668,11.538461538461538,23.0,10.0,2.247191011235955,6.5359477124183005,7.643312101910828,3.9647577092511015,4.761904761904762,11.89873417721519,28.94736842105263,10.570824524312895,1.7142857142857142,14.26632681540727,11.098062243100411,
2025-04-08,9.774436090225564,5.405405405405405,30.95238095238096,0.0,0.0,3.1578947368421053,25.0,2.3622047244094486,66.33663366336634,27.642276422764223,2.380952380952381,1.9120458891013383,25.806451612903224,9.022556390977444,20.161290322580644,11.267605633802816,4.166666666666667,2.8846153846153846,3.92156862745098,6.923076923076923,13.0,5.0,1.49812734082397,4.57516339869281,4.45859872611465,1.1013215859030836,3.571428571428572,9.620253164556962,14.473684210526317,11.20507399577167,1.4285714285714286,10.613234975803593,7.907614014484244,
2025-04-07,6.7669172932330826,0.0,7.142857142857143,0.0,1.45985401459854,4.2105263157894735,11.363636363636363,2.3622047244094486,40.59405940594059,11.382113821138212,2.083333333333333,1.5296367112810707,16.129032258064516,5.2631578947368425,10.483870967741936,7.042253521126761,4.166666666666667,2.8846153846153846,0.9803921568627452,4.615384615384615,5.0,5.0,1.1235955056179776,2.6143790849673203,4.45859872611465,1.5418502202643172,2.380952380952381,7.0886075949367084,11.842105263157896,9.090909090909092,1.4285714285714286,6.194518770545435,5.128205128205129,
2025-04-03,15.789473684210526,37.83783783783784,76.19047619047619,13.333333333333334,10.218978102189782,16.842105263157894,69.6969696969697,7.086614173228346,66.33663366336634,43.08943089430894,7.738095238095238,16.634799235181646,48.38709677419355,27.81954887218045,54.83870967741935,33.80281690140845,39.583333333333336,33.65384615384615,25.49019607843137,24.615384615384617,23.0,20.0,14.9812734082397,24.18300653594771,24.203821656050955,11.013215859030836,28.571428571428573,30.88607594936709,43.42105263157895,60.46511627906977,11.428571428571429,31.00449167863994,27.20688980230965,
2025-04-02,23.30827067669173,48.648648648648646,78.57142857142857,13.333333333333334,12.408759124087592,33.68421052631579,59.09090909090909,9.448818897637794,45.54455445544554,30.08130081300813,8.035714285714286,22.562141491395792,41.935483870967744,29.32330827067669,46.774193548387096,29.5774647887324,33.333333333333336,44.23076923076923,14.705882352941176,23.846153846153847,16.0,20.0,20.59925093632959,31.37254901960784,21.019108280254777,16.079295154185022,21.428571428571427,38.22784810126582,31.57894736842105,63.84778012684989,18.571428571428573,30.553853488499737,29.027206889802308,
2025-04-01,27.81954887218045,48.648648648648646,59.523809523809526,22.22222222222222,18.978102189781023,24.21052631578948,72.72727272727273,9.448818897637794,42.57425742574257,33.333333333333336,6.547619047619048,20.650095602294456,38.70967741935484,36.090225563909776,46.774193548387096,32.394366197183096,47.91666666666666,33.65384615384615,19.607843137254903,20.76923076923077,14.0,20.0,17.228464419475657,24.18300653594771,22.29299363057325,16.740088105726873,17.857142857142858,37.9746835443038,25.0,67.44186046511628,16.285714285714285,30.374330906650496,28.94891368173811,
2025-03-31,21.05263157894737,29.72972972972973,69.04761904761905,8.88888888888889,11.67883211678832,28.42105263157895,43.18181818181818,8.661417322834646,24.75247524752476,25.203252032520325,6.845238095238095,16.44359464627151,38.70967741935484,22.55639097744361,31.451612903225808,18.309859154929576,27.08333333333333,14.423076923076923,13.72549019607843,20.76923076923077,11.0,15.0,21.722846441947567,16.99346405228758,16.56050955414013,14.317180616740089,13.095238095238097,22.78481012658228,21.05263157894737,30.6553911205074,12.285714285714286,21.81945184092058,19.67116852613036,
2025-03-28,36.2962962962963,59.45945945945946,66.66666666666667,24.444444444444443,17.391304347826086,37.89473684210526,52.27272727272727,7.086614173228346,38.613861386138616,36.58536585365854,5.654761904761905,22.13740458015268,32.25806451612903,35.82089552238806,45.96774193548387,28.169014084507044,45.833333333333336,31.73076923076923,25.49019607843137,23.07692307692308,17.0,20.0,26.86567164179105,30.065359477124183,22.29299363057325,13.596491228070176,38.095238095238095,40.050377833753146,36.8421052631579,47.89029535864979,20.571428571428573,31.81034006791022,28.65234375,
2025-03-27,45.92592592592592,94.5945945945946,88.0952380952381,46.66666666666666,24.63768115942029,42.10526315789474,75.0,11.811023622047244,57.42574257425743,56.09756097560975,6.845238095238095,33.01526717557252,54.83870967741935,50.74626865671642,66.93548387096774,50.70422535211268,68.75,54.80769230769231,31.37254901960784,20.76923076923077,30.0,50.0,32.46268656716418,39.869281045751634,32.48407643312102,18.20175438596491,35.714285714285715,71.03274559193954,55.26315789473684,55.69620253164557,28.571428571428573,46.1432251752339,40.21484375,
2025-03-26,56.2962962962963,94.5945945945946,85.71428571428571,73.33333333333333,34.78260869565217,44.21052631578947,85.60606060606061,12.598425196850394,68.31683168316832,48.78048780487805,7.738095238095238,42.74809160305343,48.38709677419355,59.70149253731344,75.80645161290323,61.971830985915496,70.83333333333333,52.88461538461539,40.19607843137255,22.307692307692307,27.0,55.0,47.014925373134325,37.908496732026144,44.5859872611465,13.37719298245614,23.80952380952381,66.49874055415617,63.1578947368421,42.61603375527426,45.142857142857146,50.09418970312301,43.26171875,
2025-03-25,57.77777777777778,94.5945945945946,95.23809523809524,73.33333333333333,31.15942028985508,34.73684210526316,84.0909090909091,12.598425196850394,57.42574257425743,48.78048780487805,6.845238095238095,33.969465648854964,48.38709677419355,52.23880597014925,65.3225806451613,42.25352112676056,60.41666666666666,38.46153846153846,22.54901960784314,17.692307692307693,16.0,35.0,31.71641791044776,31.37254901960784,39.49044585987261,10.526315789473683,22.61904761904762,52.39294710327456,60.526315789473685,34.81012658227848,34.285714285714285,43.439088666248985,35.99609375,
2025-03-24,57.77777777777778,91.89189189189187,90.47619047619048,75.55555555555556,30.43478260869565,40.0,81.06060606060606,19.68503937007874,46.53465346534654,51.21951219512195,10.714285714285714,35.68702290076336,61.29032258064516,50.74626865671642,60.483870967741936,47.88732394366197,52.083333333333336,43.26923076923077,20.58823529411765,22.307692307692307,18.0,30.0,40.298507462686565,33.333333333333336,35.6687898089172,14.035087719298245,21.428571428571427,40.30226700251889,64.47368421052632,32.06751054852321,36.285714285714285,43.728614892565886,36.2109375,
2025-03-21,60.0,94.5945945945946,76.19047619047619,77.77777777777777,63.04347826086956,55.78947368421053,86.36363636363636,25.19685039370079,64.35643564356435,60.97560975609756,20.535714285714285,56.87022900763359,74.19354838709677,75.3731343283582,70.96774193548387,74.64788732394366,77.08333333333333,75.96153846153847,46.07843137254902,23.07692307692308,32.0,65.0,64.17910447761194,56.86274509803921,62.4203821656051,17.105263157894736,30.95238095238096,54.91183879093199,71.05263157894737,46.62447257383966,51.42857142857143,58.4391678839137,51.03515625,
2025-03-20,79.25925925925925,97.29729729729728,95.23809523809524,75.55555555555556,75.3623188405797,76.84210526315789,90.15151515151516,40.94488188976378,77.22772277227723,81.30081300813008,31.84523809523809,75.0,80.64516129032258,82.83582089552239,79.03225806451613,85.91549295774648,83.33333333333333,84.61538461538461,56.86274509803921,30.76923076923077,63.0,70.0,83.95522388059702,78.43137254901961,69.4267515923567,42.98245614035088,69.04761904761905,73.29974811083123,75.0,67.0886075949367,64.0,72.13761317131213,67.1875,
2025-03-19,83.70370370370371,94.5945945945946,95.23809523809524,68.88888888888889,73.18840579710145,81.05263157894737,90.9090909090909,42.51968503937008,77.22772277227723,86.99186991869918,39.88095238095238,74.04580152671755,87.09677419354838,87.31343283582089,85.48387096774194,83.09859154929578,79.16666666666667,84.61538461538461,55.88235294117647,41.53846153846154,69.0,70.0,84.32835820895522,77.77777777777777,70.70063694267516,46.92982456140351,85.71428571428571,79.34508816120906,81.57894736842105,75.9493670886076,72.0,75.02455688644743,71.07421875,
2025-03-18,89.62962962962963,94.5945945945946,76.19047619047619,84.44444444444444,86.23188405797102,87.36842105263158,86.36363636363636,61.41732283464567,80.1980198019802,90.2439024390244,49.70238095238095,78.81679389312977,93.5483870967742,89.55223880597015,82.25806451612904,90.14084507042251,89.58333333333333,88.46153846153847,65.68627450980392,57.69230769230769,82.0,80.0,83.95522388059702,83.66013071895425,77.70700636942675,61.18421052631579,84.52380952380952,84.38287153652394,85.52631578947368,79.11392405063292,78.85714285714286,80.74306874173227,77.32421875,
2025-03-17,91.11111111111111,100.0,80.95238095238095,91.11111111111111,89.85507246376811,87.36842105263158,90.15151515151516,57.48031496062992,82.17821782178218,95.1219512195122,49.70238095238095,72.70992366412214,93.5483870967742,89.55223880597015,79.03225806451613,90.14084507042251,85.41666666666667,89.42307692307692,69.6078431372549,58.46153846153846,82.0,80.0,79.85074626865672,83.66013071895425,76.43312101910828,59.21052631578947,84.52380952380952,81.61209068010075,85.52631578947368,75.10548523206751,71.71428571428571,80.72779890159391,75.625,
2025-03-14,85.18518518518519,100.0,71.42857142857143,97.77777777777776,92.02898550724638,78.94736842105263,86.36363636363636,53.54330708661417,82.17821782178218,95.1219512195122,50.0,70.61068702290076,96.7741935483871,82.83582089552239,72.58064516129032,81.69014084507042,81.25,85.57692307692308,51.96078431372549,52.30769230769231,79.0,70.0,74.6268656716418,75.81699346405229,69.4267515923567,52.19298245614035,90.47619047619048,77.58186397984886,80.26315789473684,71.94092827004219,71.42857142857143,76.80374816827326,71.85546875,
