,keyword,type,count
2015-01-07,中证500,all,576.000
2015-01-07,上证50,all,1052.000
2015-01-07,上证指数,all,137697.000
2015-01-07,基金,all,19202.000
2015-01-07,股票,all,42324.000
2015-01-07,道琼斯指数,all,1249.000
2015-01-07,a股,all,3374.000
2015-01-07,美股行情,all,1327.000
2015-01-07,熊市,all,445.000
2015-01-07,股市,all,12154.000
2015-01-07,恒生指数,all,1376.000
2015-01-07,港股,all,992.000
2015-01-07,上证,all,6084.000
2015-01-07,纳斯达克指数,all,578.000
2015-01-07,牛市,all,976.000
2015-01-08,上证,all,6230.000
2015-01-08,沪深300,all,2746.000
2015-01-08,上证50,all,784.000
2015-01-08,中证500,all,567.000
2015-01-08,股票,all,40653.000
2015-01-08,基金,all,17137.000
2015-01-08,创业板指,all,1118.000
2015-01-08,上证指数,all,145106.000
2015-01-08,恒生指数,all,1209.000
2015-01-08,纳斯达克指数,all,528.000
2015-01-08,道琼斯指数,all,983.000
2015-01-08,股市,all,12666.000
2015-01-08,美股行情,all,1115.000
2015-01-08,熊市,all,409.000
2015-01-08,港股,all,897.000
2015-01-08,牛市,all,904.000
2015-01-08,a股,all,3575.000
2015-01-09,上证,all,7001.000
2015-01-09,沪深300,all,2811.000
2015-01-09,道琼斯指数,all,950.000
2015-01-09,中证500,all,479.000
2015-01-09,上证50,all,3174.000
2015-01-09,创业板指,all,1139.000
2015-01-09,基金,all,16410.000
2015-01-09,港股,all,963.000
2015-01-09,纳斯达克指数,all,469.000
2015-01-09,美股行情,all,979.000
2015-01-09,股票,all,40903.000
2015-01-09,熊市,all,358.000
2015-01-09,牛市,all,841.000
2015-01-09,股市,all,13385.000
2015-01-09,恒生指数,all,1359.000
2015-01-09,上证指数,all,157145.000
2015-01-09,a股,all,4117.000
2015-01-10,港股,all,554.000
2015-01-10,基金,all,8800.000
2015-01-10,牛市,all,600.000
2015-01-10,股票,all,17418.000
2015-01-10,股市,all,4579.000
2015-01-10,熊市,all,327.000
2015-01-10,上证指数,all,15551.000
2015-01-10,a股,all,1809.000
2015-01-10,恒生指数,all,576.000
2015-01-10,创业板指,all,226.000
2015-01-10,沪深300,all,1267.000
2015-01-10,上证,all,1326.000
2015-01-10,纳斯达克指数,all,368.000
2015-01-10,道琼斯指数,all,672.000
2015-01-10,美股行情,all,560.000
2015-01-10,上证50,all,5888.000
2015-01-10,中证500,all,271.000
2015-01-11,股市,all,4069.000
2015-01-11,纳斯达克指数,all,303.000
2015-01-11,美股行情,all,386.000
2015-01-11,基金,all,7729.000
2015-01-11,道琼斯指数,all,545.000
2015-01-11,牛市,all,596.000
2015-01-11,恒生指数,all,608.000
2015-01-11,上证,all,1051.000
2015-01-11,股票,all,15938.000
2015-01-11,上证50,all,5284.000
2015-01-11,中证500,all,286.000
2015-01-11,创业板指,all,201.000
2015-01-11,上证指数,all,9524.000
2015-01-11,沪深300,all,1202.000
2015-01-11,熊市,all,302.000
2015-01-11,港股,all,492.000
2015-01-11,a股,all,1760.000
2015-01-12,基金,all,13939.000
2015-01-12,牛市,all,893.000
2015-01-12,港股,all,881.000
2015-01-12,熊市,all,371.000
2015-01-12,中证500,all,469.000
2015-01-12,上证指数,all,145251.000
2015-01-12,道琼斯指数,all,696.000
2015-01-12,美股行情,all,664.000
2015-01-12,a股,all,3577.000
2015-01-12,股票,all,38004.000
2015-01-12,上证,all,7267.000
2015-01-12,股市,all,12712.000
2015-01-12,沪深300,all,2548.000
2015-01-12,创业板指,all,1157.000
2015-01-12,恒生指数,all,1322.000
2015-01-12,纳斯达克指数,all,382.000
2015-01-12,上证50,all,4856.000
2015-01-13,创业板指,all,1074.000
2015-01-13,道琼斯指数,all,906.000
2015-01-13,中证500,all,549.000
2015-01-13,基金,all,14958.000
2015-01-13,股票,all,34873.000
2015-01-13,港股,all,911.000
2015-01-13,股市,all,10537.000
2015-01-13,上证50,all,1976.000
2015-01-13,纳斯达克指数,all,484.000
2015-01-13,a股,all,3179.000
2015-01-13,上证指数,all,130044.000
2015-01-13,熊市,all,388.000
2015-01-13,牛市,all,800.000
2015-01-13,沪深300,all,2459.000
2015-01-13,上证,all,6166.000
2015-01-13,美股行情,all,971.000
2015-01-13,恒生指数,all,1317.000
2015-01-14,沪深300,all,2368.000
2015-01-14,上证50,all,1703.000
2015-01-14,基金,all,14701.000
2015-01-14,熊市,all,369.000
2015-01-14,道琼斯指数,all,900.000
2015-01-14,美股行情,all,910.000
2015-01-14,纳斯达克指数,all,384.000
2015-01-14,港股,all,809.000
2015-01-14,恒生指数,all,1199.000
2015-01-14,创业板指,all,931.000
2015-01-14,中证500,all,446.000
2015-01-14,股票,all,33248.000
2015-01-14,股市,all,9492.000
2015-01-14,a股,all,2815.000
2015-01-14,上证,all,5404.000
2015-01-14,上证指数,all,123708.000
2015-01-14,牛市,all,866.000
2015-01-15,恒生指数,all,1138.000
2015-01-15,熊市,all,370.000
2015-01-15,沪深300,all,2521.000
2015-01-15,中证500,all,495.000
2015-01-15,股票,all,34144.000
2015-01-15,创业板指,all,950.000
2015-01-15,道琼斯指数,all,922.000
2015-01-15,牛市,all,826.000
2015-01-15,上证指数,all,121398.000
2015-01-15,纳斯达克指数,all,432.000
2015-01-15,港股,all,815.000
2015-01-15,a股,all,2876.000
2015-01-15,上证50,all,1865.000
2015-01-15,美股行情,all,955.000
2015-01-15,基金,all,16399.000
2015-01-15,上证,all,5442.000
2015-01-15,股市,all,8642.000
2015-01-16,中证500,all,434.000
2015-01-16,创业板指,all,1035.000
2015-01-16,上证,all,5543.000
2015-01-16,上证指数,all,134486.000
2015-01-16,恒生指数,all,1027.000
2015-01-16,股票,all,32851.000
2015-01-16,美股行情,all,924.000
2015-01-16,上证50,all,1607.000
2015-01-16,熊市,all,321.000
2015-01-16,牛市,all,667.000
2015-01-16,道琼斯指数,all,839.000
2015-01-16,纳斯达克指数,all,418.000
2015-01-16,基金,all,17099.000
2015-01-16,a股,all,2677.000
2015-01-16,沪深300,all,2480.000
2015-01-16,港股,all,821.000
2015-01-16,股市,all,9267.000
2015-01-17,中证500,all,227.000
2015-01-17,上证50,all,776.000
2015-01-17,创业板指,all,212.000
2015-01-17,上证,all,1020.000
2015-01-17,上证指数,all,12273.000
2015-01-17,熊市,all,269.000
2015-01-17,纳斯达克指数,all,354.000
2015-01-17,道琼斯指数,all,570.000
2015-01-17,牛市,all,563.000
2015-01-17,港股,all,557.000
2015-01-17,股市,all,3793.000
2015-01-17,a股,all,1704.000
2015-01-17,股票,all,14762.000
2015-01-17,基金,all,9031.000
2015-01-17,美股行情,all,561.000
2015-01-17,沪深300,all,992.000
2015-01-17,恒生指数,all,748.000
2015-01-18,上证,all,788.000
2015-01-18,道琼斯指数,all,414.000
2015-01-18,上证指数,all,7709.000
2015-01-18,熊市,all,328.000
2015-01-18,牛市,all,528.000
2015-01-18,股市,all,3650.000
2015-01-18,a股,all,1731.000
2015-01-18,股票,all,14275.000
2015-01-18,恒生指数,all,472.000
2015-01-18,美股行情,all,332.000
2015-01-18,港股,all,524.000
2015-01-18,上证50,all,869.000
2015-01-18,创业板指,all,181.000
2015-01-18,中证500,all,223.000
2015-01-18,沪深300,all,795.000
2015-01-18,基金,all,7366.000
2015-01-18,纳斯达克指数,all,275.000
2015-01-19,纳斯达克指数,all,472.000
2015-01-19,基金,all,17989.000
2015-01-19,港股,all,1188.000
2015-01-19,牛市,all,1185.000
2015-01-19,熊市,all,678.000
2015-01-19,上证指数,all,208205.000
2015-01-19,a股,all,10860.000
2015-01-19,上证50,all,1450.000
2015-01-19,股票,all,66082.000
2015-01-19,中证500,all,519.000
2015-01-19,创业板指,all,1203.000
2015-01-19,美股行情,all,788.000
2015-01-19,上证,all,13388.000
2015-01-19,道琼斯指数,all,876.000
2015-01-19,股市,all,42800.000
2015-01-19,沪深300,all,3385.000
2015-01-19,恒生指数,all,1634.000
2015-01-20,港股,all,1090.000
2015-01-20,道琼斯指数,all,895.000
2015-01-20,基金,all,17202.000
2015-01-20,美股行情,all,931.000
2015-01-20,上证指数,all,180471.000
2015-01-20,上证50,all,1407.000
2015-01-20,上证,all,10594.000
2015-01-20,股票,all,50753.000
2015-01-20,股市,all,27232.000
2015-01-20,a股,all,7270.000
2015-01-20,恒生指数,all,1258.000
2015-01-20,纳斯达克指数,all,495.000
2015-01-20,牛市,all,915.000
2015-01-20,创业板指,all,1168.000
2015-01-20,中证500,all,638.000
2015-01-20,沪深300,all,3031.000
2015-01-20,熊市,all,461.000
2015-01-21,股市,all,15738.000
2015-01-21,上证指数,all,148867.000
2015-01-21,美股行情,all,845.000
2015-01-21,a股,all,4283.000
2015-01-21,基金,all,18741.000
2015-01-21,港股,all,948.000
2015-01-21,纳斯达克指数,all,382.000
2015-01-21,上证,all,7326.000
2015-01-21,创业板指,all,1126.000
2015-01-21,熊市,all,425.000
2015-01-21,牛市,all,914.000
2015-01-21,恒生指数,all,1089.000
2015-01-21,中证500,all,542.000
2015-01-21,上证50,all,1383.000
2015-01-21,沪深300,all,2654.000
2015-01-21,股票,all,43194.000
2015-01-21,道琼斯指数,all,783.000
2015-01-22,美股行情,all,886.000
2015-01-22,沪深300,all,2599.000
2015-01-22,股票,all,41416.000
2015-01-22,创业板指,all,1101.000
2015-01-22,恒生指数,all,1161.000
2015-01-22,中证500,all,566.000
2015-01-22,港股,all,917.000
2015-01-22,上证,all,6973.000
2015-01-22,基金,all,19172.000
2015-01-22,股市,all,13663.000
2015-01-22,牛市,all,777.000
2015-01-22,a股,all,3546.000
2015-01-22,上证50,all,1190.000
2015-01-22,熊市,all,344.000
2015-01-22,上证指数,all,154214.000
2015-01-22,纳斯达克指数,all,442.000
2015-01-22,道琼斯指数,all,768.000
2015-01-23,港股,all,812.000
2015-01-23,纳斯达克指数,all,429.000
2015-01-23,美股行情,all,822.000
2015-01-23,创业板指,all,1148.000
2015-01-23,上证50,all,1033.000
2015-01-23,中证500,all,516.000
2015-01-23,上证,all,6756.000
2015-01-23,股市,all,11816.000
2015-01-23,道琼斯指数,all,750.000
2015-01-23,熊市,all,348.000
2015-01-23,上证指数,all,154569.000
2015-01-23,恒生指数,all,1204.000
2015-01-23,股票,all,37559.000
2015-01-23,牛市,all,666.000
2015-01-23,沪深300,all,2368.000
2015-01-23,基金,all,17812.000
2015-01-23,a股,all,2998.000
2015-01-24,港股,all,512.000
2015-01-24,a股,all,1808.000
2015-01-24,道琼斯指数,all,514.000
2015-01-24,牛市,all,563.000
2015-01-24,恒生指数,all,561.000
2015-01-24,上证指数,all,13872.000
2015-01-24,股票,all,16728.000
2015-01-24,上证,all,1059.000
2015-01-24,基金,all,9031.000
2015-01-24,上证50,all,542.000
2015-01-24,纳斯达克指数,all,381.000
2015-01-24,中证500,all,272.000
2015-01-24,股市,all,4536.000
2015-01-24,沪深300,all,883.000
2015-01-24,熊市,all,298.000
2015-01-24,美股行情,all,570.000
2015-01-24,创业板指,all,237.000
2015-01-25,股票,all,16575.000
2015-01-25,中证500,all,218.000
2015-01-25,上证50,all,589.000
2015-01-25,创业板指,all,203.000
2015-01-25,美股行情,all,396.000
2015-01-25,a股,all,1759.000
2015-01-25,沪深300,all,783.000
2015-01-25,上证,all,797.000
2015-01-25,牛市,all,565.000
2015-01-25,道琼斯指数,all,456.000
2015-01-25,熊市,all,315.000
2015-01-25,股市,all,4140.000
2015-01-25,基金,all,7555.000
2015-01-25,纳斯达克指数,all,278.000
2015-01-25,港股,all,502.000
2015-01-25,恒生指数,all,557.000
2015-01-25,上证指数,all,8817.000
2015-01-26,上证指数,all,139885.000
2015-01-26,沪深300,all,2373.000
2015-01-26,股市,all,11382.000
2015-01-26,道琼斯指数,all,662.000
2015-01-26,中证500,all,673.000
2015-01-26,创业板指,all,1081.000
2015-01-26,上证50,all,1205.000
2015-01-26,熊市,all,312.000
2015-01-26,上证,all,5907.000
2015-01-26,a股,all,3379.000
2015-01-26,纳斯达克指数,all,399.000
2015-01-26,美股行情,all,632.000
2015-01-26,恒生指数,all,1292.000
2015-01-26,牛市,all,630.000
2015-01-26,港股,all,924.000
2015-01-26,基金,all,16681.000
2015-01-26,股票,all,38645.000
2015-01-27,中证500,all,684.000
2015-01-27,上证50,all,916.000
2015-01-27,创业板指,all,1091.000
2015-01-27,股票,all,39355.000
2015-01-27,美股行情,all,844.000
2015-01-27,熊市,all,349.000
2015-01-27,上证指数,all,148966.000
2015-01-27,基金,all,16344.000
2015-01-27,上证,all,6229.000
2015-01-27,纳斯达克指数,all,463.000
2015-01-27,港股,all,913.000
2015-01-27,道琼斯指数,all,815.000
2015-01-27,a股,all,3503.000
2015-01-27,恒生指数,all,1237.000
2015-01-27,沪深300,all,2386.000
2015-01-27,牛市,all,620.000
2015-01-27,股市,all,11815.000
2015-01-28,上证指数,all,140863.000
2015-01-28,纳斯达克指数,all,464.000
2015-01-28,上证,all,5897.000
2015-01-28,股票,all,36141.000
2015-01-28,港股,all,873.000
2015-01-28,创业板指,all,1061.000
2015-01-28,上证50,all,807.000
2015-01-28,中证500,all,575.000
2015-01-28,基金,all,14554.000
2015-01-28,牛市,all,629.000
2015-01-28,熊市,all,359.000
2015-01-28,美股行情,all,1012.000
2015-01-28,沪深300,all,2130.000
2015-01-28,道琼斯指数,all,896.000
2015-01-28,a股,all,3253.000
2015-01-28,恒生指数,all,1313.000
2015-01-28,股市,all,9293.000
2015-01-29,股市,all,9626.000
2015-01-29,港股,all,886.000
2015-01-29,上证50,all,719.000
2015-01-29,中证500,all,506.000
2015-01-29,创业板指,all,991.000
2015-01-29,上证,all,5943.000
2015-01-29,上证指数,all,140469.000
2015-01-29,纳斯达克指数,all,514.000
2015-01-29,道琼斯指数,all,975.000
2015-01-29,沪深300,all,1948.000
2015-01-29,a股,all,3359.000
2015-01-29,熊市,all,372.000
2015-01-29,牛市,all,624.000
2015-01-29,恒生指数,all,1057.000
2015-01-29,股票,all,36113.000
2015-01-29,美股行情,all,1212.000
2015-01-29,基金,all,13456.000
2015-01-30,熊市,all,419.000
2015-01-30,创业板指,all,1016.000
2015-01-30,上证50,all,662.000
2015-01-30,中证500,all,464.000
2015-01-30,沪深300,all,2027.000
2015-01-30,上证,all,5864.000
2015-01-30,股票,all,33925.000
2015-01-30,美股行情,all,1113.000
2015-01-30,牛市,all,643.000
2015-01-30,基金,all,11956.000
2015-01-30,纳斯达克指数,all,430.000
2015-01-30,道琼斯指数,all,914.000
2015-01-30,港股,all,892.000
2015-01-30,上证指数,all,141791.000
2015-01-30,a股,all,3182.000
2015-01-30,恒生指数,all,1047.000
2015-01-30,股市,all,10933.000
2015-01-31,港股,all,494.000
2015-01-31,美股行情,all,720.000
2015-01-31,a股,all,1767.000
2015-01-31,上证指数,all,13646.000
2015-01-31,道琼斯指数,all,605.000
2015-01-31,熊市,all,303.000
2015-01-31,股市,all,4233.000
2015-01-31,纳斯达克指数,all,375.000
2015-01-31,恒生指数,all,552.000
2015-01-31,创业板指,all,188.000
2015-01-31,基金,all,6953.000
2015-01-31,上证,all,1042.000
2015-01-31,牛市,all,444.000
2015-01-31,股票,all,19488.000
2015-01-31,中证500,all,232.000
2015-01-31,沪深300,all,761.000
2015-01-31,上证50,all,497.000
2015-02-01,上证,all,737.000
2015-02-01,上证指数,all,9484.000
2015-02-01,恒生指数,all,1099.000
2015-02-01,牛市,all,460.000
2015-02-01,a股,all,1843.000
2015-02-01,港股,all,430.000
2015-02-01,股票,all,15911.000
2015-02-01,股市,all,3997.000
2015-02-01,上证50,all,484.000
2015-02-01,熊市,all,258.000
2015-02-01,创业板指,all,180.000
2015-02-01,中证500,all,225.000
2015-02-01,美股行情,all,395.000
2015-02-01,基金,all,5995.000
2015-02-01,沪深300,all,716.000
2015-02-01,道琼斯指数,all,446.000
2015-02-01,纳斯达克指数,all,287.000
2015-02-02,a股,all,4096.000
2015-02-02,沪深300,all,2019.000
2015-02-02,股市,all,13022.000
2015-02-02,纳斯达克指数,all,344.000
2015-02-02,上证,all,6362.000
2015-02-02,上证指数,all,137226.000
2015-02-02,恒生指数,all,1747.000
2015-02-02,中证500,all,488.000
2015-02-02,股票,all,36348.000
2015-02-02,美股行情,all,653.000
2015-02-02,牛市,all,613.000
2015-02-02,熊市,all,452.000
2015-02-02,港股,all,839.000
2015-02-02,创业板指,all,1052.000
2015-02-02,上证50,all,861.000
2015-02-02,基金,all,11958.000
2015-02-02,道琼斯指数,all,735.000
2015-02-03,牛市,all,596.000
2015-02-03,a股,all,3450.000
2015-02-03,沪深300,all,2294.000
2015-02-03,道琼斯指数,all,916.000
2015-02-03,港股,all,798.000
2015-02-03,上证,all,5643.000
2015-02-03,创业板指,all,1128.000
2015-02-03,上证指数,all,127653.000
2015-02-03,股市,all,10360.000
2015-02-03,上证50,all,1350.000
2015-02-03,纳斯达克指数,all,415.000
2015-02-03,恒生指数,all,1359.000
2015-02-03,熊市,all,332.000
2015-02-03,基金,all,13755.000
2015-02-03,美股行情,all,1001.000
2015-02-03,中证500,all,610.000
2015-02-03,股票,all,33139.000
2015-02-04,上证指数,all,130947.000
2015-02-04,恒生指数,all,1198.000
2015-02-04,美股行情,all,940.000
2015-02-04,上证50,all,1479.000
2015-02-04,熊市,all,308.000
2015-02-04,中证500,all,638.000
2015-02-04,沪深300,all,2173.000
2015-02-04,a股,all,3046.000
2015-02-04,股票,all,33397.000
2015-02-04,创业板指,all,1063.000
2015-02-04,港股,all,777.000
2015-02-04,上证,all,5586.000
2015-02-04,股市,all,9802.000
2015-02-04,道琼斯指数,all,866.000
2015-02-04,纳斯达克指数,all,343.000
2015-02-04,基金,all,12813.000
2015-02-04,牛市,all,539.000
2015-02-05,沪深300,all,2305.000
2015-02-05,上证指数,all,141703.000
2015-02-05,美股行情,all,982.000
2015-02-05,上证,all,7213.000
2015-02-05,中证500,all,575.000
2015-02-05,上证50,all,1339.000
2015-02-05,熊市,all,358.000
2015-02-05,纳斯达克指数,all,396.000
2015-02-05,道琼斯指数,all,813.000
2015-02-05,恒生指数,all,1309.000
2015-02-05,基金,all,12162.000
2015-02-05,股市,all,12471.000
2015-02-05,港股,all,784.000
2015-02-05,创业板指,all,1187.000
2015-02-05,a股,all,4111.000
2015-02-05,股票,all,35803.000
2015-02-05,牛市,all,597.000
2015-02-06,道琼斯指数,all,748.000
2015-02-06,股票,all,31891.000
2015-02-06,美股行情,all,935.000
2015-02-06,纳斯达克指数,all,370.000
2015-02-06,港股,all,684.000
2015-02-06,牛市,all,622.000
2015-02-06,恒生指数,all,1094.000
2015-02-06,a股,all,3260.000
2015-02-06,股市,all,11141.000
2015-02-06,沪深300,all,2012.000
2015-02-06,创业板指,all,1109.000
2015-02-06,熊市,all,420.000
2015-02-06,中证500,all,497.000
2015-02-06,上证,all,6816.000
2015-02-06,上证50,all,1505.000
2015-02-06,基金,all,10368.000
2015-02-06,上证指数,all,142405.000
2015-02-07,牛市,all,390.000
2015-02-07,上证,all,1153.000
2015-02-07,股票,all,13470.000
2015-02-07,熊市,all,278.000
2015-02-07,沪深300,all,747.000
2015-02-07,股市,all,3889.000
2015-02-07,上证指数,all,14906.000
2015-02-07,道琼斯指数,all,491.000
2015-02-07,港股,all,381.000
2015-02-07,纳斯达克指数,all,283.000
2015-02-07,恒生指数,all,563.000
2015-02-07,基金,all,5773.000
2015-02-07,中证500,all,238.000
2015-02-07,创业板指,all,215.000
2015-02-07,上证50,all,982.000
2015-02-07,a股,all,1737.000
2015-02-07,美股行情,all,588.000
2015-02-08,恒生指数,all,464.000
2015-02-08,沪深300,all,663.000
2015-02-08,熊市,all,252.000
2015-02-08,牛市,all,419.000
2015-02-08,股票,all,12440.000
2015-02-08,基金,all,5371.000
2015-02-08,港股,all,389.000
2015-02-08,上证指数,all,8966.000
2015-02-08,a股,all,1576.000
2015-02-08,道琼斯指数,all,403.000
2015-02-08,股市,all,3327.000
2015-02-08,上证,all,898.000
2015-02-08,中证500,all,180.000
2015-02-08,创业板指,all,201.000
2015-02-08,美股行情,all,290.000
2015-02-08,上证50,all,1533.000
2015-02-08,纳斯达克指数,all,277.000
2015-02-09,道琼斯指数,all,519.000
2015-02-09,股票,all,29731.000
2015-02-09,纳斯达克指数,all,326.000
2015-02-09,港股,all,684.000
2015-02-09,牛市,all,429.000
2015-02-09,上证指数,all,123021.000
2015-02-09,股市,all,9665.000
2015-02-09,美股行情,all,525.000
2015-02-09,上证,all,6221.000
2015-02-09,a股,all,3184.000
2015-02-09,沪深300,all,2101.000
2015-02-09,上证50,all,1988.000
2015-02-09,创业板指,all,1132.000
2015-02-09,中证500,all,477.000
2015-02-09,熊市,all,328.000
2015-02-09,基金,all,10532.000
2015-02-09,恒生指数,all,1026.000
2015-02-10,美股行情,all,802.000
2015-02-10,沪深300,all,2034.000
2015-02-10,股票,all,27378.000
2015-02-10,上证,all,4958.000
2015-02-10,股市,all,8167.000
2015-02-10,道琼斯指数,all,653.000
2015-02-10,基金,all,10823.000
2015-02-10,纳斯达克指数,all,350.000
2015-02-10,港股,all,600.000
2015-02-10,上证指数,all,111960.000
2015-02-10,a股,all,2718.000
2015-02-10,熊市,all,312.000
2015-02-10,牛市,all,405.000
2015-02-10,恒生指数,all,939.000
2015-02-10,中证500,all,557.000
2015-02-10,创业板指,all,1087.000
2015-02-10,上证50,all,1302.000
2015-02-11,股票,all,26293.000
2015-02-11,熊市,all,257.000
2015-02-11,基金,all,11065.000
2015-02-11,道琼斯指数,all,657.000
2015-02-11,港股,all,669.000
2015-02-11,上证指数,all,108262.000
2015-02-11,a股,all,2330.000
2015-02-11,股市,all,7545.000
2015-02-11,上证,all,4592.000
2015-02-11,纳斯达克指数,all,359.000
2015-02-11,美股行情,all,743.000
2015-02-11,沪深300,all,2075.000
2015-02-11,创业板指,all,1065.000
2015-02-11,上证50,all,799.000
2015-02-11,中证500,all,477.000
2015-02-11,牛市,all,394.000
2015-02-11,恒生指数,all,1045.000
2015-02-12,上证50,all,559.000
2015-02-12,创业板指,all,1109.000
2015-02-12,沪深300,all,2000.000
2015-02-12,中证500,all,508.000
2015-02-12,股市,all,7383.000
2015-02-12,a股,all,2349.000
2015-02-12,纳斯达克指数,all,364.000
2015-02-12,美股行情,all,754.000
2015-02-12,道琼斯指数,all,615.000
2015-02-12,上证指数,all,104088.000
2015-02-12,股票,all,25785.000
2015-02-12,基金,all,11019.000
2015-02-12,熊市,all,261.000
2015-02-12,上证,all,4277.000
2015-02-12,牛市,all,426.000
2015-02-12,港股,all,700.000
2015-02-12,恒生指数,all,873.000
2015-02-13,上证,all,4248.000
2015-02-13,中证500,all,598.000
2015-02-13,创业板指,all,1072.000
2015-02-13,上证50,all,532.000
2015-02-13,纳斯达克指数,all,372.000
2015-02-13,美股行情,all,693.000
2015-02-13,牛市,all,417.000
2015-02-13,港股,all,677.000
2015-02-13,道琼斯指数,all,639.000
2015-02-13,沪深300,all,2110.000
2015-02-13,基金,all,11443.000
2015-02-13,熊市,all,290.000
2015-02-13,股票,all,25752.000
2015-02-13,a股,all,2138.000
2015-02-13,股市,all,8287.000
2015-02-13,恒生指数,all,941.000
2015-02-13,上证指数,all,111183.000
2015-02-14,上证,all,902.000
2015-02-14,牛市,all,308.000
2015-02-14,沪深300,all,693.000
2015-02-14,纳斯达克指数,all,306.000
2015-02-14,熊市,all,273.000
2015-02-14,上证指数,all,12600.000
2015-02-14,港股,all,351.000
2015-02-14,创业板指,all,221.000
2015-02-14,股票,all,11433.000
2015-02-14,股市,all,3280.000
2015-02-14,基金,all,6114.000
2015-02-14,道琼斯指数,all,461.000
2015-02-14,美股行情,all,477.000
2015-02-14,中证500,all,219.000
2015-02-14,上证50,all,276.000
2015-02-14,恒生指数,all,428.000
2015-02-14,a股,all,1359.000
2015-02-15,熊市,all,293.000
2015-02-15,上证,all,1071.000
2015-02-15,沪深300,all,676.000
2015-02-15,上证50,all,264.000
2015-02-15,创业板指,all,219.000
2015-02-15,中证500,all,217.000
2015-02-15,恒生指数,all,459.000
2015-02-15,a股,all,1672.000
2015-02-15,上证指数,all,13093.000
2015-02-15,牛市,all,356.000
2015-02-15,港股,all,438.000
2015-02-15,道琼斯指数,all,343.000
2015-02-15,纳斯达克指数,all,233.000
2015-02-15,基金,all,6471.000
2015-02-15,美股行情,all,337.000
2015-02-15,股票,all,12497.000
2015-02-15,股市,all,4145.000
2015-02-16,纳斯达克指数,all,303.000
2015-02-16,沪深300,all,1823.000
2015-02-16,上证50,all,499.000
2015-02-16,中证500,all,622.000
2015-02-16,基金,all,10935.000
2015-02-16,美股行情,all,469.000
2015-02-16,道琼斯指数,all,431.000
2015-02-16,牛市,all,400.000
2015-02-16,创业板指,all,1114.000
2015-02-16,股票,all,24694.000
2015-02-16,上证,all,3663.000
2015-02-16,熊市,all,251.000
2015-02-16,港股,all,607.000
2015-02-16,恒生指数,all,746.000
2015-02-16,股市,all,7382.000
2015-02-16,a股,all,1910.000
2015-02-16,上证指数,all,89074.000
2015-02-17,港股,all,614.000
2015-02-17,a股,all,1908.000
2015-02-17,股市,all,6689.000
2015-02-17,基金,all,10772.000
2015-02-17,美股行情,all,553.000
2015-02-17,恒生指数,all,586.000
2015-02-17,上证指数,all,84173.000
2015-02-17,牛市,all,380.000
2015-02-17,熊市,all,262.000
2015-02-17,股票,all,23789.000
2015-02-17,道琼斯指数,all,526.000
2015-02-17,沪深300,all,1652.000
2015-02-17,上证50,all,454.000
2015-02-17,中证500,all,591.000
2015-02-17,创业板指,all,1068.000
2015-02-17,纳斯达克指数,all,325.000
2015-02-17,上证,all,3433.000
2015-02-18,港股,all,533.000
2015-02-18,美股行情,all,455.000
2015-02-18,基金,all,4530.000
2015-02-18,股市,all,2706.000
2015-02-18,纳斯达克指数,all,259.000
2015-02-18,a股,all,1180.000
2015-02-18,股票,all,8973.000
2015-02-18,道琼斯指数,all,425.000
2015-02-18,上证,all,815.000
2015-02-18,中证500,all,192.000
2015-02-18,熊市,all,218.000
2015-02-18,牛市,all,359.000
2015-02-18,上证指数,all,11533.000
2015-02-18,恒生指数,all,454.000
2015-02-18,创业板指,all,208.000
2015-02-18,上证50,all,174.000
2015-02-18,沪深300,all,634.000
2015-02-19,股市,all,2213.000
2015-02-19,沪深300,all,502.000
2015-02-19,上证指数,all,5811.000
2015-02-19,股票,all,8601.000
2015-02-19,a股,all,1099.000
2015-02-19,恒生指数,all,415.000
2015-02-19,熊市,all,223.000
2015-02-19,港股,all,421.000
2015-02-19,上证,all,532.000
2015-02-19,道琼斯指数,all,718.000
2015-02-19,基金,all,4521.000
2015-02-19,牛市,all,359.000
2015-02-19,纳斯达克指数,all,568.000
2015-02-19,创业板指,all,179.000
2015-02-19,上证50,all,199.000
2015-02-19,中证500,all,179.000
2015-02-19,美股行情,all,572.000
2015-02-20,熊市,all,202.000
2015-02-20,中证500,all,178.000
2015-02-20,a股,all,1223.000
2015-02-20,港股,all,499.000
2015-02-20,股市,all,2416.000
2015-02-20,牛市,all,301.000
2015-02-20,恒生指数,all,385.000
2015-02-20,上证指数,all,7776.000
2015-02-20,上证,all,411.000
2015-02-20,道琼斯指数,all,628.000
2015-02-20,上证50,all,184.000
2015-02-20,美股行情,all,541.000
2015-02-20,沪深300,all,451.000
2015-02-20,基金,all,4641.000
2015-02-20,创业板指,all,176.000
2015-02-20,股票,all,8901.000
2015-02-20,纳斯达克指数,all,588.000
2015-02-21,道琼斯指数,all,543.000
2015-02-21,上证,all,424.000
2015-02-21,港股,all,436.000
2015-02-21,纳斯达克指数,all,407.000
2015-02-21,基金,all,4664.000
2015-02-21,熊市,all,192.000
2015-02-21,牛市,all,298.000
2015-02-21,上证指数,all,4387.000
2015-02-21,a股,all,1134.000
2015-02-21,股票,all,9316.000
2015-02-21,创业板指,all,180.000
2015-02-21,中证500,all,175.000
2015-02-21,上证50,all,184.000
