date,keyword,count,llt_diff,thres
2025-01-13,恒生指数,24625.0,681.111,2
2025-01-14,恒生指数,23394.0,-344.897,2
2025-01-16,恒生指数,22011.0,-1058.338,2
2025-01-20,恒生指数,23015.0,733.236,2
2025-01-21,恒生指数,23852.0,1680.792,2
2025-02-03,恒生指数,43653.0,0.0,2
2025-02-04,恒生指数,61737.0,0.0,2
2025-02-05,恒生指数,37001.0,15653.472,3
2025-02-06,恒生指数,26017.0,3879.029,3
2025-02-07,恒生指数,27068.0,4683.668,3
2025-02-10,恒生指数,25878.0,3267.795,2
2025-02-11,恒生指数,26704.0,3898.261,3
2025-02-12,恒生指数,29033.0,5886.3,3
2025-02-13,恒生指数,42180.0,17949.65,3
2025-02-14,恒生指数,42915.0,16991.169,3
2025-02-17,恒生指数,41082.0,13643.993,3
2025-02-18,恒生指数,45742.0,16761.464,3
2025-02-19,恒生指数,36437.0,6257.6,3
2025-02-20,恒生指数,38038.0,7129.735,3
2025-02-21,恒生指数,43806.0,11860.267,3
2025-02-24,恒生指数,40284.0,7268.615,3
2024-01-17,恒生科技指数,17087.0,4863.5,3
2024-01-18,恒生科技指数,17443.0,4703.49,3
2024-01-22,恒生科技指数,15776.0,2522.77,1
2024-01-23,恒生科技指数,18621.0,4937.4,3
2024-01-24,恒生科技指数,19103.0,4857.92,3
2024-01-25,恒生科技指数,17914.0,3185.56,3
2024-02-21,恒生科技指数,17784.0,3097.91,3
2024-02-27,恒生科技指数,16060.0,1147.57,2
2024-03-06,恒生科技指数,16116.0,1015.18,2
2024-03-12,恒生科技指数,18614.0,3420.15,3
2024-03-13,恒生科技指数,17546.0,2021.06,2
2024-04-24,恒生科技指数,14243.0,2939.19,1
2024-04-25,恒生科技指数,14068.0,2526.06,1
2024-04-26,恒生科技指数,15940.0,4092.82,1
2024-04-29,恒生科技指数,15299.0,3107.67,1
2024-05-06,恒生科技指数,16353.0,3907.12,3
2024-08-05,恒生科技指数,12891.0,3213.244,1
2024-09-19,恒生科技指数,13314.0,5112.053,1
2024-09-20,恒生科技指数,13669.0,4987.054,1
2024-09-24,恒生科技指数,15793.0,6365.832,1
2024-09-25,恒生科技指数,16752.0,6659.358,3
2024-09-26,恒生科技指数,20363.0,9428.674,3
2024-09-27,恒生科技指数,23936.0,11868.287,3
2024-09-30,恒生科技指数,23928.0,10636.178,3
2024-10-02,恒生科技指数,32631.0,0.0,2
2024-10-03,恒生科技指数,49198.0,0.0,2
2024-10-04,恒生科技指数,43635.0,0.0,2
2024-10-07,恒生科技指数,46664.0,0.0,2
2024-10-08,恒生科技指数,61391.0,45118.479,3
2024-10-09,恒生科技指数,47276.0,27094.623,3
2024-10-10,恒生科技指数,33370.0,10959.037,3
2024-10-14,恒生科技指数,25164.0,2987.701,3
2024-10-15,恒生科技指数,22094.0,-493.811,2
2024-10-16,恒生科技指数,21855.0,-943.422,2
2024-10-17,恒生科技指数,20508.0,-2400.13,2
2024-10-18,恒生科技指数,24562.0,1425.518,2
2024-10-21,恒生科技指数,21488.0,-1901.455,2
2024-10-22,恒生科技指数,19123.0,-4225.3,2
2024-10-23,恒生科技指数,19576.0,-3633.146,2
2024-10-24,恒生科技指数,16051.0,-6871.231,2
2024-10-25,恒生科技指数,17361.0,-5180.152,2
2024-10-29,恒生科技指数,16935.0,-4825.286,2
2024-11-05,恒生科技指数,17062.0,-2424.273,2
2024-11-06,恒生科技指数,20097.0,586.617,2
2024-11-07,恒生科技指数,19761.0,97.921,2
2024-11-08,恒生科技指数,20516.0,693.761,2
2024-11-11,恒生科技指数,19205.0,-734.22,2
2024-11-12,恒生科技指数,20186.0,157.696,2
2024-11-13,恒生科技指数,20949.0,755.019,2
2024-11-14,恒生科技指数,19731.0,-590.972,2
2024-11-15,恒生科技指数,19759.0,-619.773,2
2024-11-18,恒生科技指数,17249.0,-3058.084,2
2024-11-19,恒生科技指数,16032.0,-4020.739,2
2024-12-09,恒生科技指数,19442.0,3680.628,3
2024-12-10,恒生科技指数,23625.0,7310.323,3
2024-12-11,恒生科技指数,16067.0,-593.442,2
2024-12-12,恒生科技指数,18520.0,1791.601,2
2025-01-20,恒生科技指数,14077.0,3850.145,1
2025-01-21,恒生科技指数,14561.0,4030.147,1
2025-02-04,恒生科技指数,21865.0,0.0,2
2025-02-05,恒生科技指数,16838.0,6118.806,3
2025-02-06,恒生科技指数,15080.0,3918.47,1
2025-02-07,恒生科技指数,16999.0,5418.319,3
2025-02-10,恒生科技指数,16153.0,4129.908,3
2025-02-11,恒生科技指数,15608.0,3242.931,1
2025-02-12,恒生科技指数,16517.0,3816.536,3
2025-02-13,恒生科技指数,25127.0,11645.436,3
2025-02-14,恒生科技指数,25596.0,10939.22,3
2025-02-17,恒生科技指数,25064.0,9326.386,3
2025-02-18,恒生科技指数,25546.0,8811.421,3
2025-02-19,恒生科技指数,22441.0,4914.745,3
2025-02-20,恒生科技指数,23733.0,5565.606,3
2025-02-21,恒生科技指数,29096.0,10009.089,3
2025-02-24,恒生科技指数,25405.0,5387.35,3
2024-01-04,美股行情,10948.0,4312.96,1
2024-01-17,美股行情,11096.0,4162.47,1
2024-04-10,美股行情,12080.0,5122.47,1
2024-06-04,美股行情,11901.0,5587.069,1
2024-08-05,美股行情,21691.0,11959.067,1
2024-08-06,美股行情,26726.0,15502.719,3
2024-08-07,美股行情,18898.0,6434.219,1
2024-09-19,美股行情,16421.0,5136.095,1
2024-10-08,美股行情,18108.0,6620.889,1
2024-10-09,美股行情,19932.0,7662.018,1
2024-10-10,美股行情,17852.0,4871.242,1
2024-11-06,美股行情,17900.0,5143.869,1
2024-11-07,美股行情,17791.0,4491.237,1
2024-12-19,美股行情,16300.0,6602.704,1
2024-01-04,道琼斯指数,11814.0,4791.22,1
2024-01-17,道琼斯指数,13064.0,5396.71,1
2024-01-18,道琼斯指数,12211.0,4070.79,1
2024-04-10,道琼斯指数,14124.0,6629.32,1
2024-06-04,道琼斯指数,13597.0,6114.206,1
2024-07-17,道琼斯指数,13102.0,5139.638,1
2024-07-18,道琼斯指数,14432.0,5893.732,1
2024-08-02,道琼斯指数,15483.0,4931.056,1
2024-08-05,道琼斯指数,30091.0,18275.657,3
2024-08-06,道琼斯指数,36156.0,22152.281,3
2024-08-07,道琼斯指数,24750.0,8987.185,3
2024-09-04,道琼斯指数,17530.0,4851.459,1
2024-09-19,道琼斯指数,21647.0,7626.521,3
2024-10-08,道琼斯指数,19671.0,5542.759,1
2024-10-09,道琼斯指数,20669.0,5893.348,3
2024-11-06,道琼斯指数,21228.0,7098.725,3
2024-11-07,道琼斯指数,23847.0,8860.648,3
2024-12-19,道琼斯指数,23446.0,12524.233,3
2024-12-20,道琼斯指数,17948.0,6106.466,1
2024-01-04,纳斯达克指数,9521.0,4260.96,1
2024-01-05,纳斯达克指数,8907.0,3278.14,1
2024-01-17,纳斯达克指数,9791.0,3778.69,1
2024-01-23,纳斯达克指数,10371.0,3703.69,1
2024-02-02,纳斯达克指数,11057.0,3047.78,1
2024-02-22,纳斯达克指数,11660.0,3188.59,1
2024-03-12,纳斯达克指数,12742.0,3245.52,1
2024-04-10,纳斯达克指数,12278.0,4551.17,1
2024-04-25,纳斯达克指数,11629.0,3455.52,1
2024-06-04,纳斯达克指数,11389.0,4571.418,1
2024-06-12,纳斯达克指数,10574.0,3030.603,1
2024-07-03,纳斯达克指数,11365.0,3201.57,1
2024-07-09,纳斯达克指数,12281.0,3716.951,1
2024-07-11,纳斯达克指数,14162.0,4972.902,1
2024-07-12,纳斯达克指数,17967.0,8066.387,3
2024-07-16,纳斯达克指数,13979.0,3508.0,1
2024-07-17,纳斯达克指数,16750.0,5735.858,3
2024-07-18,纳斯达克指数,22149.0,10230.403,3
2024-07-19,纳斯达克指数,19610.0,6715.093,3
2024-07-23,纳斯达克指数,16050.0,2774.479,2
2024-07-24,纳斯达克指数,17703.0,3955.934,3
2024-07-25,纳斯达克指数,18155.0,3870.606,3
2024-07-26,纳斯达克指数,19768.0,4887.597,3
2024-07-30,纳斯达克指数,16211.0,1328.348,2
2024-07-31,纳斯达克指数,18791.0,3511.95,3
2024-08-01,纳斯达克指数,18650.0,2887.221,2
2024-08-02,纳斯达克指数,22722.0,6319.808,3
2024-08-03,纳斯达克指数,15712.0,0.0,2
2024-08-05,纳斯达克指数,43477.0,25262.481,3
2024-08-06,纳斯达克指数,44172.0,23225.55,3
2024-08-07,纳斯达克指数,28933.0,6181.897,3
2024-08-08,纳斯达克指数,23165.0,-212.085,2
2024-08-09,纳斯达克指数,22096.0,-1515.136,2
2024-08-13,纳斯达克指数,18315.0,-4279.18,2
2024-08-14,纳斯达克指数,15560.0,-6741.708,2
2024-08-15,纳斯达克指数,18267.0,-3754.971,2
2024-08-16,纳斯达克指数,15968.0,-5808.883,2
2024-08-20,纳斯达克指数,18009.0,-2583.385,2
2024-08-21,纳斯达克指数,17700.0,-2809.829,2
2024-08-22,纳斯达克指数,15182.0,-5107.1,2
2024-08-23,纳斯达克指数,17423.0,-2643.596,2
2024-08-27,纳斯达克指数,16513.0,-2563.302,2
2024-08-28,纳斯达克指数,16294.0,-2648.239,2
2024-08-29,纳斯达克指数,16688.0,-2135.54,2
2024-09-04,纳斯达克指数,22586.0,5514.204,3
2024-09-05,纳斯达克指数,19726.0,2185.23,2
2024-09-06,纳斯达克指数,18363.0,598.453,2
2024-09-10,纳斯达克指数,17583.0,318.577,2
2024-09-12,纳斯达克指数,19019.0,1810.351,2
2024-09-13,纳斯达克指数,16306.0,-1005.965,2
2024-09-18,纳斯达克指数,16518.0,-764.597,2
2024-09-19,纳斯达克指数,26809.0,9036.499,3
2024-09-20,纳斯达克指数,19749.0,1365.102,2
2024-09-24,纳斯达克指数,16949.0,-664.463,2
2024-09-25,纳斯达克指数,17082.0,-530.673,2
2024-09-26,纳斯达克指数,17985.0,323.38,2
2024-09-27,纳斯达克指数,17864.0,119.915,2
2024-10-02,纳斯达克指数,16778.0,0.0,2
2024-10-03,纳斯达克指数,15565.0,0.0,2
2024-10-04,纳斯达克指数,15108.0,0.0,2
2024-10-08,纳斯达克指数,21044.0,3675.796,3
2024-10-09,纳斯达克指数,21600.0,3796.029,3
2024-10-10,纳斯达克指数,19176.0,1062.187,2
2024-10-11,纳斯达克指数,17220.0,-962.869,2
2024-10-15,纳斯达克指数,16500.0,-826.909,2
2024-10-16,纳斯达克指数,17510.0,177.396,2
2024-10-17,纳斯达克指数,16196.0,-1125.914,2
2024-10-24,纳斯达克指数,15762.0,68.657,2
2024-11-01,纳斯达克指数,19340.0,4653.8,3
2024-11-05,纳斯达克指数,16099.0,1735.125,2
2024-11-06,纳斯达克指数,21954.0,7162.916,3
2024-11-07,纳斯达克指数,23090.0,7557.591,3
2024-11-08,纳斯达克指数,19126.0,3046.703,3
2024-11-12,纳斯达克指数,16497.0,878.2,2
2024-11-13,纳斯达克指数,16074.0,391.266,2
2024-11-14,纳斯达克指数,15814.0,105.781,2
2024-11-15,纳斯达克指数,15704.0,-9.539,2
2024-12-12,纳斯达克指数,17524.0,5578.189,3
2024-12-13,纳斯达克指数,15380.0,3055.285,3
2024-12-17,纳斯达克指数,16582.0,4579.566,3
2024-12-18,纳斯达克指数,16355.0,3971.703,3
2024-12-19,纳斯达克指数,27825.0,14532.318,3
2024-12-20,纳斯达克指数,23614.0,9120.494,3
2024-12-27,纳斯达克指数,15132.0,1247.887,2
2024-12-31,纳斯达克指数,17074.0,3365.955,3
2025-01-03,纳斯达克指数,19194.0,5103.907,3
2025-01-07,纳斯达克指数,21219.0,6817.34,3
2025-01-08,纳斯达克指数,21822.0,6714.823,3
2025-01-09,纳斯达克指数,16538.0,1009.186,2
2025-01-14,纳斯达克指数,19358.0,4083.818,3
2025-01-15,纳斯达克指数,19210.0,3518.835,3
2025-01-16,纳斯达克指数,19332.0,3256.809,3
2025-01-17,纳斯达克指数,17290.0,955.036,2
2025-01-22,纳斯达克指数,16794.0,1501.911,2
2025-01-23,纳斯达克指数,15875.0,463.235,2
2025-01-27,纳斯达克指数,15793.0,380.522,2
2025-01-28,纳斯达克指数,29763.0,0.0,2
2025-01-29,纳斯达克指数,22267.0,0.0,2
2025-01-30,纳斯达克指数,21415.0,0.0,2
2025-01-31,纳斯达克指数,18997.0,0.0,2
2025-02-04,纳斯达克指数,21690.0,0.0,2
2025-02-05,纳斯达克指数,19700.0,4038.788,3
2025-02-06,纳斯达克指数,19406.0,3336.7,3
2025-02-07,纳斯达克指数,17698.0,1350.54,2
2025-02-11,纳斯达克指数,16706.0,891.14,2
2025-02-12,纳斯达克指数,16930.0,991.835,2
2025-02-13,纳斯达克指数,16711.0,659.106,2
2025-02-14,纳斯达克指数,15602.0,-491.934,2
2025-02-19,纳斯达克指数,15372.0,574.718,2
2025-02-20,纳斯达克指数,15725.0,856.843,2
2025-02-21,纳斯达克指数,15358.0,424.868,2
2024-01-18,上证50,3388.0,1282.37,3
2024-01-22,上证50,3844.0,1539.61,3
2024-01-23,上证50,3162.0,727.71,3
2024-01-24,上证50,3059.0,543.56,3
2024-01-25,上证50,3186.0,594.65,3
2024-02-02,上证50,3286.0,556.23,3
2024-02-05,上证50,5633.0,2714.4,3
2024-02-06,上证50,3907.0,783.46,3
2024-02-07,上证50,3235.0,40.79,2
2024-02-08,上证50,2939.0,-272.14,2
2024-02-19,上证50,2754.0,-448.35,2
2024-02-21,上证50,3011.0,-140.01,2
2024-02-22,上证50,2793.0,-357.21,2
2024-04-15,上证50,2351.0,582.9,1
2024-04-16,上证50,2495.0,674.59,1
2024-06-24,上证50,2203.0,677.538,1
2024-09-24,上证50,2448.0,839.434,1
2024-09-25,上证50,2633.0,932.028,1
2024-09-26,上证50,3120.0,1300.353,3
2024-09-27,上证50,4346.0,2332.028,3
2024-09-30,上证50,5140.0,2846.614,3
2024-10-08,上证50,7166.0,4475.081,3
2024-10-09,上证50,5524.0,2446.692,3
2024-10-10,上证50,5482.0,2130.955,3
2024-10-11,上证50,3732.0,217.007,2
2024-10-14,上证50,3482.0,-84.936,2
2024-10-15,上证50,2812.0,-756.489,2
2024-10-18,上证50,3001.0,-445.132,2
2024-10-21,上证50,2890.0,-542.691,2
2024-11-07,上证50,2931.0,-3.855,2
2024-11-08,上证50,2983.0,31.068,2
2024-11-11,上证50,2905.0,-61.074,2
2024-11-12,上证50,2790.0,-179.251,2
2024-11-13,上证50,2931.0,-42.099,2
2024-11-14,上证50,2754.0,-220.512,2
2024-11-18,上证50,2876.0,-64.055,2
2024-12-02,上证50,3111.0,421.089,2
2024-12-10,上证50,2833.0,224.138,2
2024-01-08,中证500,5490.0,2085.19,1
2024-01-17,中证500,5555.0,1798.27,1
2024-01-18,中证500,9654.0,5510.75,3
2024-01-22,中证500,11459.0,6572.59,3
2024-01-23,中证500,9304.0,3842.36,3
2024-01-24,中证500,7684.0,1877.31,1
2024-01-25,中证500,6946.0,937.62,1
2024-01-31,中证500,8631.0,2467.2,3
2024-02-01,中证500,8345.0,1897.23,3
2024-02-02,中证500,13365.0,6422.1,3
2024-02-05,中证500,14044.0,6363.08,3
2024-02-06,中证500,10805.0,2569.36,3
2024-02-07,中证500,12565.0,3891.27,3
2024-02-08,中证500,10998.0,1911.85,3
2024-02-19,中证500,8246.0,-1005.86,2
2024-05-06,中证500,4531.0,1088.43,1
2024-07-31,中证500,3954.0,925.254,1
2024-08-30,中证500,3867.0,919.448,1
2024-09-19,中证500,4390.0,1125.903,1
2024-09-24,中证500,5530.0,2047.747,1
2024-09-25,中证500,6362.0,2628.195,1
2024-09-26,中证500,7096.0,3052.317,1
2024-09-27,中证500,11766.0,7169.117,3
2024-09-30,中证500,16049.0,10498.714,3
2024-10-08,中证500,17985.0,11246.312,3
2024-10-09,中证500,14770.0,6996.233,3
2024-10-10,中证500,13393.0,4890.296,3
2024-10-11,中证500,9285.0,381.305,2
2024-10-14,中证500,9727.0,636.331,2
2024-10-15,中证500,8312.0,-900.41,2
2024-10-21,中证500,8294.0,-692.954,2
2024-11-05,中证500,8351.0,330.909,2
2024-11-06,中证500,8912.0,768.916,2
2024-11-07,中证500,8615.0,346.659,2
2024-11-08,中证500,8189.0,-157.925,2
2024-11-12,中证500,8042.0,-367.511,2
2025-02-07,中证500,4326.0,1309.957,1
2025-02-10,中证500,4018.0,932.06,1
2025-02-21,中证500,4555.0,1166.598,1
2024-01-05,创业板指,16767.0,3453.47,1
2024-01-17,创业板指,17490.0,2812.05,1
2024-01-18,创业板指,22954.0,7680.65,3
2024-01-22,创业板指,20471.0,4288.13,3
2024-01-24,创业板指,21273.0,4195.61,3
2024-01-29,创业板指,23598.0,5391.61,3
2024-01-30,创业板指,27583.0,8531.24,3
2024-01-31,创业板指,28066.0,8014.34,3
2024-02-01,创业板指,26308.0,5397.45,3
2024-02-02,创业板指,31778.0,9893.33,3
2024-02-05,创业板指,35079.0,11864.22,3
2024-02-06,创业板指,28890.0,4591.86,3
2024-02-07,创业板指,24337.0,-427.7,2
2024-02-08,创业板指,20950.0,-3848.36,2
2024-02-28,创业板指,20391.0,-1835.83,2
2024-07-01,创业板指,16154.0,2997.658,1
2024-09-24,创业板指,20458.0,4307.478,3
2024-09-25,创业板指,21028.0,4391.601,3
2024-09-26,创业板指,21684.0,4538.296,3
2024-09-27,创业板指,44315.0,25549.327,3
2024-09-30,创业板指,47036.0,25520.965,3
2024-10-08,创业板指,52060.0,27620.856,3
2024-10-09,创业板指,61069.0,33235.196,3
2024-10-10,创业板指,55527.0,24386.505,3
2024-10-11,创业板指,47849.0,14309.061,3
2024-10-14,创业板指,41337.0,6286.823,3
2024-10-15,创业板指,35788.0,-53.512,2
2024-10-16,创业板指,35780.0,-508.117,2
2024-10-17,创业板指,33848.0,-2746.13,2
2024-10-18,创业板指,42233.0,5048.526,3
2024-10-21,创业板指,36670.0,-1188.735,2
2024-10-22,创业板指,32537.0,-5455.498,2
2024-10-23,创业板指,32281.0,-5607.04,2
2024-10-24,创业板指,28057.0,-9501.868,2
2024-10-25,创业板指,30854.0,-6318.858,2
2024-10-28,创业板指,28532.0,-8296.644,2
2024-10-29,创业板指,27797.0,-8552.212,2
2024-10-30,创业板指,26806.0,-9004.842,2
2024-10-31,创业板指,27613.0,-7681.605,2
2024-11-01,创业板指,26868.0,-7943.549,2
2024-11-04,创业板指,24605.0,-9603.143,2
2024-11-05,创业板指,29797.0,-3990.01,2
2024-11-06,创业板指,33023.0,-783.111,2
2024-11-07,创业板指,31108.0,-2774.09,2
2024-11-08,创业板指,30399.0,-3417.56,2
2024-11-11,创业板指,29814.0,-3871.869,2
2024-11-12,创业板指,30825.0,-2755.007,2
2024-11-13,创业板指,28824.0,-4603.433,2
2024-11-14,创业板指,27250.0,-5854.213,2
2024-11-15,创业板指,30332.0,-2542.296,2
2024-11-18,创业板指,33162.0,213.251,2
2024-11-19,创业板指,31501.0,-1569.415,2
2024-11-20,创业板指,28550.0,-4400.654,2
2024-11-21,创业板指,26529.0,-6060.765,2
2024-11-22,创业板指,26807.0,-5358.241,2
2024-11-25,创业板指,27496.0,-4320.238,2
2024-11-26,创业板指,24872.0,-6526.73,2
2024-11-27,创业板指,26390.0,-4559.866,2
2024-11-28,创业板指,25308.0,-5244.997,2
2024-11-29,创业板指,26268.0,-3909.039,2
2024-12-02,创业板指,23920.0,-5838.231,2
2024-12-03,创业板指,24418.0,-4859.253,2
2024-12-04,创业板指,22862.0,-5916.161,2
2024-12-05,创业板指,23004.0,-5241.069,2
2024-12-06,创业板指,23284.0,-4487.509,2
2024-12-09,创业板指,21811.0,-5462.648,2
2024-12-10,创业板指,27142.0,138.998,2
2024-12-11,创业板指,22505.0,-4281.694,2
2024-12-12,创业板指,22347.0,-4002.815,2
2024-12-13,创业板指,22542.0,-3405.549,2
2024-12-16,创业板指,22519.0,-3065.239,2
2024-12-17,创业板指,23542.0,-1756.092,2
2024-12-18,创业板指,20851.0,-4100.818,2
2024-12-19,创业板指,21660.0,-2877.274,2
2024-12-20,创业板指,20447.0,-3690.096,2
2024-12-23,创业板指,20498.0,-3213.514,2
2024-12-24,创业板指,20311.0,-3000.988,2
2024-12-25,创业板指,20164.0,-2763.656,2
2025-01-02,创业板指,25930.0,4543.991,3
2025-01-03,创业板指,24865.0,3194.911,3
2025-01-06,创业板指,23832.0,1999.799,2
2025-01-07,创业板指,21503.0,-315.799,2
2025-01-08,创业板指,26618.0,4671.616,3
2025-01-09,创业板指,21788.0,-292.887,2
2025-01-10,创业板指,21127.0,-809.463,2
2025-01-13,创业板指,22098.0,277.771,2
2025-01-14,创业板指,23531.0,1697.494,2
2025-01-15,创业板指,22384.0,521.938,2
2025-01-16,创业板指,23087.0,1218.349,2
2025-01-17,创业板指,20422.0,-1357.89,2
2025-01-20,创业板指,20670.0,-910.38,2
2025-01-23,创业板指,21450.0,559.667,2
2025-02-07,创业板指,22985.0,3288.513,3
2025-02-10,创业板指,20607.0,810.003,2
2025-02-13,创业板指,21024.0,1491.026,2
2025-02-14,创业板指,21030.0,1448.465,2
2025-02-17,创业板指,20791.0,1174.795,2
2025-02-18,创业板指,21044.0,1392.579,2
2025-02-21,创业板指,21207.0,1642.54,2
2025-02-24,创业板指,21209.0,1567.668,2
2024-01-04,科创50,4100.0,888.51,1
2024-01-05,科创50,4639.0,1311.58,1
2024-01-08,科创50,5117.0,1632.13,1
2024-01-09,科创50,4625.0,995.25,1
2024-01-18,科创50,5182.0,1174.86,1
2024-01-25,科创50,5210.0,936.01,3
2024-01-30,科创50,6101.0,1561.63,3
2024-01-31,科创50,7082.0,2313.48,3
2024-02-01,科创50,5470.0,521.28,2
2024-02-02,科创50,6474.0,1389.35,3
2024-02-05,科创50,6093.0,852.69,3
2024-02-06,科创50,6391.0,1011.7,3
2024-02-07,科创50,5531.0,51.85,2
2024-02-27,科创50,5532.0,189.3,2
2024-02-28,科创50,5663.0,262.52,2
2024-02-29,科创50,6033.0,555.14,2
2024-03-01,科创50,5538.0,-4.45,2
2024-06-20,科创50,4684.0,1049.979,1
2024-07-31,科创50,5071.0,869.191,1
2024-09-24,科创50,5529.0,1547.76,3
2024-09-25,科创50,5620.0,1478.329,3
2024-09-26,科创50,5981.0,1668.641,3
2024-09-27,科创50,9718.0,5045.536,3
2024-09-30,科创50,13010.0,7657.542,3
2024-10-08,科创50,16893.0,10557.553,3
2024-10-09,科创50,22063.0,14371.873,3
2024-10-10,科创50,17661.0,8678.984,3
2024-10-11,科创50,13237.0,3498.542,3
2024-10-14,科创50,12693.0,2502.871,3
2024-10-15,科创50,9809.0,-626.442,2
2024-10-16,科创50,9290.0,-1200.853,2
2024-10-17,科创50,8779.0,-1708.651,2
2024-10-18,科创50,15167.0,4395.694,3
2024-10-21,科创50,16942.0,5508.644,3
2024-10-22,科创50,12767.0,843.09,2
2024-10-23,科创50,11849.0,-273.494,2
2024-10-24,科创50,9522.0,-2619.958,2
2024-10-25,科创50,10810.0,-1294.583,2
2024-10-28,科创50,8903.0,-3132.442,2
2024-10-29,科创50,8451.0,-3400.119,2
2024-10-30,科创50,7827.0,-3796.705,2
2024-10-31,科创50,8445.0,-2964.456,2
2024-11-01,科创50,7428.0,-3760.212,2
2024-11-04,科创50,7442.0,-3488.887,2
2024-11-05,科创50,9545.0,-1249.438,2
2024-11-06,科创50,9578.0,-1193.005,2
2024-11-07,科创50,9414.0,-1326.366,2
2024-11-08,科创50,11031.0,249.656,2
2024-11-11,科创50,12288.0,1329.166,3
2024-11-12,科创50,10661.0,-441.502,2
2024-11-13,科创50,9229.0,-1853.054,2
2024-11-14,科创50,8162.0,-2775.369,2
2024-11-15,科创50,8279.0,-2475.279,2
2024-11-18,科创50,8649.0,-1957.752,2
2024-11-19,科创50,8488.0,-1990.571,2
2024-11-20,科创50,7885.0,-2435.39,2
2024-11-21,科创50,7796.0,-2342.13,2
2024-11-22,科创50,7480.0,-2468.169,2
2024-11-25,科创50,8222.0,-1569.733,2
2024-11-26,科创50,7065.0,-2559.763,2
2024-11-27,科创50,8319.0,-1155.328,2
2024-11-28,科创50,7889.0,-1485.79,2
2024-11-29,科创50,8316.0,-965.632,2
2024-12-02,科创50,7493.0,-1682.056,2
2024-12-03,科创50,7104.0,-1911.853,2
2024-12-04,科创50,7157.0,-1694.288,2
2024-12-05,科创50,6517.0,-2152.484,2
2024-12-06,科创50,7067.0,-1429.38,2
2024-12-09,科创50,6635.0,-1706.719,2
2024-12-10,科创50,7962.0,-280.602,2
2024-12-11,科创50,6318.0,-1817.136,2
2024-12-12,科创50,6386.0,-1571.846,2
2024-12-13,科创50,6134.0,-1650.741,2
2024-12-16,科创50,5695.0,-1895.585,2
2024-12-17,科创50,5921.0,-1479.651,2
2024-12-18,科创50,6427.0,-834.397,2
2024-12-19,科创50,6730.0,-442.582,2
2024-12-20,科创50,7406.0,266.377,2
2024-12-23,科创50,6856.0,-260.729,2
2024-12-24,科创50,6566.0,-487.863,2
2024-12-25,科创50,6689.0,-299.024,2
2024-12-26,科创50,6453.0,-469.123,2
2024-12-27,科创50,7247.0,357.679,2
2024-12-30,科创50,6462.0,-398.063,2
2024-12-31,科创50,6396.0,-395.626,2
2025-01-02,科创50,7065.0,306.272,2
2025-01-03,科创50,6830.0,79.604,2
2025-01-06,科创50,6173.0,-526.326,2
2025-01-07,科创50,6447.0,-186.831,2
2025-01-08,科创50,7234.0,607.702,2
2025-01-09,科创50,5860.0,-731.053,2
2025-01-10,科创50,5621.0,-858.492,2
2025-01-13,科创50,5530.0,-830.667,2
2025-01-14,科创50,6389.0,99.616,2
2025-01-15,科创50,6051.0,-198.951,2
2025-01-16,科创50,6396.0,181.366,2
2025-01-17,科创50,6301.0,105.875,2
2025-01-20,科创50,5508.0,-626.058,2
2025-01-21,科创50,5488.0,-550.229,2
2025-01-23,科创50,5813.0,-34.155,2
2025-02-05,科创50,6332.0,773.507,2
2025-02-06,科创50,6894.0,1272.681,3
2025-02-07,科创50,8037.0,2272.316,3
2025-02-10,科创50,7265.0,1348.359,3
2025-02-11,科创50,6490.0,508.266,2
2025-02-12,科创50,6484.0,479.841,2
2025-02-13,科创50,6694.0,658.323,2
2025-02-14,科创50,6604.0,531.679,2
2025-02-17,科创50,6739.0,630.787,2
2025-02-18,科创50,6377.0,246.194,2
2025-02-19,科创50,6393.0,257.82,2
2025-02-20,科创50,6618.0,466.349,2
2025-02-21,科创50,10855.0,4467.287,3
2025-02-24,科创50,9089.0,2360.364,3
2024-01-08,沪深300,6793.0,1825.42,1
2024-01-17,沪深300,6625.0,1479.8,1
2024-01-18,沪深300,10868.0,5354.2,3
2024-01-19,沪深300,7096.0,1218.2,1
2024-01-22,沪深300,10189.0,4008.46,3
2024-01-23,沪深300,8684.0,2145.68,3
2024-01-24,沪深300,8327.0,1550.46,3
2024-01-25,沪深300,9134.0,2115.94,3
2024-02-02,沪深300,9644.0,2170.96,3
2024-02-05,沪深300,12560.0,4672.71,3
2024-02-06,沪深300,9205.0,957.5,2
2024-02-07,沪深300,8570.0,187.82,2
2024-02-21,沪深300,9050.0,614.78,2
2024-02-22,沪深300,8070.0,-444.58,2
2024-02-23,沪深300,8066.0,-471.72,2
2024-02-28,沪深300,8232.0,-239.78,2
2024-04-16,沪深300,6758.0,1205.11,1
2024-09-19,沪深300,6887.0,1439.988,1
2024-09-24,沪深300,9996.0,4175.132,3
2024-09-25,沪深300,12455.0,6082.402,3
2024-09-26,沪深300,13491.0,6435.768,3
2024-09-27,沪深300,21999.0,13841.661,3
2024-09-30,沪深300,29945.0,19956.625,3
2024-10-08,沪深300,46111.0,33239.625,3
2024-10-09,沪深300,41686.0,25570.114,3
2024-10-10,沪深300,39364.0,20583.62,3
2024-10-11,沪深300,28661.0,8064.662,3
2024-10-14,沪深300,24346.0,2818.733,3
2024-10-15,沪深300,19183.0,-2728.895,2
